time,x,y,z,cogx,cogy,cogz,area,forceX,forceY,forceZ
0,0.459308544063571,0.00131595766039845,0.41849739951672,0.120666563983228,-0.00134837055803872,0.417383757406173,0.209880180038275,0.364505010642175,-0.403667354290719,-10.7955533215644
0.0175220966339111,0.459408823865747,0.00131595877910358,0.418159774206557,0.120776671262104,-0.00134839105494625,0.417294825020507,0.20983024381635,0.336779486243808,-0.394434923685185,-9.85300899619365
0.0350987911224365,0.459484327963871,0.00131595859745599,0.417903757832571,0.120859931782591,-0.0013483936210665,0.417227380773246,0.209792175728162,0.443443256861924,-0.45865942893367,-10.8564387688345
0.0515084266662598,0.459568303737468,0.00131595833245251,0.417624141640957,0.120951597863242,-0.00134839645453984,0.417153549147088,0.209751156346419,0.680649357278489,-0.55245496806873,-11.2998634094733
0.0684244632720947,0.459706528418248,0.00131511231417141,0.417164274126989,0.121102508595111,-0.00134860625675775,0.417031938941784,0.209683699091983,0.471869396366119,-0.617409040199973,-10.3279973274595
0.086557149887085,0.459848975871395,0.00131433233823234,0.416712099348546,0.121254117454805,-0.0013487699701925,0.416911597102929,0.209619730702467,0.441447102169727,-0.810661074897856,-10.1185492472519
0.104090929031372,0.459966183217132,0.00131348538098566,0.416352472915803,0.121376603078262,-0.00134897960478408,0.416815433374434,0.209570278227481,0.684745351513252,-0.95578971779495,-11.0386379904143
0.122725248336792,0.460226317547194,0.00131249198478988,0.415637225528395,0.121633394975376,-0.00134922126160978,0.416621288086013,0.209481680217545,0.524480347845021,-0.946192348252151,-10.1188428726058
0.13946795463562,0.460527596852266,0.00131163510571778,0.415322357234812,0.121836351194857,-0.00134945357361561,0.416518163387868,0.209510491133271,0.395937478545316,-1.00379576734727,-10.7468971173517
0.15653133392334,0.461051192911678,0.00131097598316637,0.415098103015037,0.122129495909013,-0.00134963553255301,0.41641551916814,0.20964310432741,0.561689480835137,-0.978131383993606,-10.9282020933855
0.173640966415405,0.461703630475894,0.00131073385840674,0.414863399978254,0.122486338491659,-0.00134974477928573,0.416297927838337,0.209819531590092,0.486995912729146,-0.742474757030804,-10.3052174792552
0.189977884292603,0.462430445361302,0.00131027082510982,0.414871573944206,0.122834127036269,-0.00134989367174437,0.416230930814925,0.210084899818801,0.378411127569987,-0.719818555667703,-10.8314892403823
0.20643424987793,0.463237018574125,0.00130916221705745,0.414954734379965,0.123206391846443,-0.00135017861647645,0.416173976609106,0.210398092975655,0.621137115831424,-0.76596977657308,-10.7957322334346
0.223020315170288,0.464222426411876,0.00130789570736709,0.415019271319568,0.123667855478323,-0.00135049737736556,0.416095107029125,0.210770777460575,0.372852332891088,-0.78197093894362,-10.7811046585943
0.240072011947632,0.465220103149141,0.00130612589776222,0.415241978674665,0.124106319643806,-0.00135096095980946,0.416052506064875,0.211188130117355,0.590014627454287,-0.857330980631226,-10.6286916073267
0.258016586303711,0.466363170638079,0.00130369566753429,0.415606524643087,0.12458895889815,-0.00135160247423575,0.416029464358612,0.211694019331404,0.574318391917679,-1.00304116621317,-11.1637072617518
0.274378538131714,0.467469016825253,0.00130111290838053,0.41589942162914,0.12506686909929,-0.00135227567731552,0.415992371293996,0.212167570920125,0.639583507253536,-1.04084540563541,-10.4861144396902
0.291338682174683,0.468694045808022,0.00129793336657925,0.416459628175168,0.125554226968171,-0.00135312377381873,0.416007428373407,0.212752596990388,0.604519507512765,-1.13696166754212,-11.1175227264664
