time,x,y,z,cogx,cogy,cogz,area,forceX,forceY,forceZ,manipL,manipC
0,0.46006964070673,0.00131507203761694,0.418113614992534,0.121444829035744,-0.00134680133264517,0.416874870983218,0.209887106337508,0.358356937170389,-0.464643908720234,-12.061602873691,0.109624538382589,0.0335887486280769
0.0179343223571777,0.460363573784811,0.0013154056531385,0.417094069497452,0.121772161393771,-0.00134673794859677,0.416605445871871,0.209732710129481,0.286188840016558,-0.276754124245393,-11.795158773895,0.109662494447254,0.0336314102758412
0.0358207225799561,0.460744958373926,0.00131585144670675,0.415758801998121,0.122199667443741,-0.0013466533307565,0.416251775699047,0.209529106254792,0.367071475676853,-0.0519205755382583,-11.8685708455323,0.10971180318991,0.0336872908365322
0.053863525390625,0.461228908083164,0.00131643590934907,0.414043170327033,0.122746960367415,-0.0013465214802598,0.415795966367997,0.209265113517456,0.365516881220894,-0.00147104407414329,-12.0186610391859,0.109774408420008,0.0337591047790624
0.0719900131225586,0.461806792083265,0.00131625174678197,0.411962704005149,0.123407712136935,-0.00134654802532851,0.415241117797472,0.208941462700296,0.412396889800059,-0.0980959174156749,-11.9740496424275,0.109849242332905,0.03384623900765
0.0898020267486572,0.462466931220845,0.00131628408258085,0.40953890064467,0.124173076044569,-0.00134653434660726,0.414591923442246,0.208559349736836,0.359229975903947,-0.118418612818186,-12.4017716434728,0.109934759024927,0.0339476378568927
0.107974290847778,0.463215784504345,0.00131632143342225,0.406728223093413,0.125055213069844,-0.00134651849009556,0.413835174833924,0.208109805800158,0.354427749976994,-0.125982268229411,-12.1993854868794,0.110031870855058,0.0340653007662448
0.125881433486938,0.464036094601237,0.00131625925463834,0.403566698753569,0.126040153369041,-0.00134651944506376,0.412979086202851,0.207595765828042,0.258188320073426,-0.0844002463238155,-12.2743654660503,0.110138313137352,0.0341975485990183
0.143074989318848,0.46485788961706,0.00131654975040486,0.400308582747244,0.127047507424926,-0.00134643341023681,0.412091343051341,0.20705710289917,0.271891034618403,0.0249700012777976,-12.140611114244,0.110245082563188,0.0343338680297385
0.161825180053711,0.465808258085828,0.00131695339549402,0.396412756079395,0.128241314311727,-0.00134632373401091,0.411022716326325,0.206400992574928,0.152501165129834,0.140799670192422,-12.0318885024195,0.110368608728676,0.034496646297815
0.179589033126831,0.466714356680101,0.00131739766055584,0.392562580555081,0.129410338076412,-0.00134618173549856,0.409958859190638,0.205740357178242,0.253555135444193,0.127743750523744,-12.1155324290732,0.110486581730461,0.0346575086800197
0.196847915649414,0.467575689857315,0.00131723268040628,0.388763094183283,0.130553168430623,-0.00134619692692822,0.408901566649158,0.205076491870482,0.183174875606967,0.0447842801379598,-11.975723362446,0.110598800197073,0.0348160686894792
0.213813543319702,0.468384590887378,0.00131792669787169,0.385059681525163,0.131657048963868,-0.00134602430577925,0.407863927155414,0.204418459922963,0.185049091951714,0.0906180721356859,-11.7174799983009,0.110704378061128,0.0349704976269838
0.232170581817627,0.469297503528544,0.00131802338379011,0.380698515968893,0.132943889337605,-0.00134596292214297,0.406633129234133,0.203629569118058,0.194868482911698,-0.048986541659532,-12.1334977580841,0.110823554404473,0.0351519816098063
0.24907374382019,0.470168737877724,0.00131787007197486,0.376337016041649,0.134217128160946,-0.00134597195656,0.405392634185988,0.202826146184383,0.149789430808992,-0.293508496018576,-12.193302345208,0.110937468106821,0.0353331981707362
