time,x,y,z,cogx,cogy,cogz,area,forceX,forceY,forceZ
0,0.459792084994537,0.00666522620970256,0.419104662191291,0.120804021245457,5.7240127835055e-05,0.417494064270728,0.210236901401596,0.727023982851866,1.36249779558328,-11.400180186698
0.0163445472717285,0.460435845264188,0.00765304108142748,0.418953621207508,0.121149612879223,0.000319146315708498,0.417397553176119,0.210438318113362,0.608867122206514,1.21375068561329,-9.73570681778738
0.0325841903686523,0.461176422174208,0.00866506055551332,0.419084519781892,0.121491231937859,0.00058768368738062,0.417358206220876,0.210748035513403,0.451247445774845,1.2122816816263,-10.9976979441739
0.0493443012237549,0.462116451048575,0.00981546700907083,0.419128731677692,0.121946311765744,0.000894458188876039,0.41727908596436,0.211109571630196,0.923208641764026,1.22382977652133,-11.5652750810242
0.0662219524383545,0.463239019318732,0.0110023125297853,0.418926383191963,0.122534588450383,0.00121359040123198,0.41712351085821,0.21147467553589,0.517161753523888,1.38029748859647,-11.0020260860691
0.0826494693756104,0.464395166275606,0.0122782622460343,0.418749746206684,0.123135374350838,0.00155790411579323,0.416969405565396,0.211859597397294,0.675894954359819,1.38028864990964,-10.5177454836301
0.0991358757019043,0.465580549511256,0.0135858543655284,0.418603150620309,0.123745258646556,0.00191227415667041,0.41681838162177,0.212263521158975,0.769957934758228,1.21695348393398,-11.8012425034229
0.115705966949463,0.466894537377558,0.0149741799388774,0.418165756172861,0.124469942313744,0.00229211200157829,0.416583978752013,0.212639907523159,0.811324209216199,1.24558436732894,-11.282900129254
0.132752895355225,0.468278466557458,0.016439697948453,0.417638855971592,0.125244854011064,0.0026957426599638,0.416319160162565,0.213019306440254,0.618739681222143,1.24113706466879,-10.9648915289944
0.149863958358765,0.469824379537043,0.0180461580594187,0.417143491019218,0.12609323507198,0.0031406644052701,0.416043277206529,0.213466854886239,0.87877453150133,1.23313868096234,-11.5066390784556
0.166356325149536,0.471490095496371,0.0196794866124176,0.416541988470959,0.127017814294781,0.00359741046583082,0.415727175726632,0.213929990415467,0.808637248985519,1.20056500117228,-11.7414877427913
0.182804107666016,0.473146528130611,0.0212034265148791,0.415900452604842,0.127943052845186,0.00402788518860935,0.415399730954417,0.214377255954746,0.780879764063259,1.21226483207471,-11.102291852154
0.19933032989502,0.474974871437016,0.022795160304356,0.41536507913202,0.128931809297417,0.00448043263136789,0.415077294446474,0.214913606354351,0.823707518908849,1.21745379547643,-11.7909127446825
0.216427087783813,0.476920268714139,0.0243595640995795,0.414796733721795,0.12998087109052,0.00493000527400109,0.414731665684314,0.21548128628196,0.979594499502971,1.29406176459035,-11.9188674137056
0.233429670333862,0.479006518792598,0.0259272962739709,0.414164525953259,0.131107109472646,0.00538563874798212,0.414351965071142,0.21608041594408,0.930419889639136,1.31093630063087,-11.2463728583283
0.251123666763306,0.481312701026704,0.0276023131371937,0.413715452281928,0.132306081949679,0.00587480418562389,0.413989501206244,0.216804859773551,0.971357848731197,1.14808239483138,-11.9023677501044
0.268846273422241,0.483614876826752,0.0292028525941075,0.413332062868526,0.133489278148395,0.00634625148430121,0.413639815241745,0.217541361128065,1.13729332674933,0.850066162743764,-12.3576222841928
0.286517381668091,0.486218676489332,0.0308629848554704,0.41286772135022,0.134828762081834,0.0068419322473013,0.413232655824553,0.218360053311493,0.994087803459405,0.725958454845527,-11.7964931355452
0.304686546325684,0.488903913483526,0.0324697604234679,0.412840863315228,0.13612963426035,0.00732271487293472,0.412920760184311,0.219317849354039,1.20003428712602,0.613962249451776,-12.1256065830449
0.322330713272095,0.491633387316767,0.0338781085679808,0.412579755342756,0.137486490565713,0.00775418053520645,0.412542270779909,0.220220667993961,1.25981842824833,0.465008712742822,-12.6767238089622
0.339443683624268,0.494491422955184,0.0351058236136816,0.412430851451538,0.138880368789672,0.00813791987047688,0.412173833681447,0.221188576498759,1.0806743103013,0.529352509088999,-12.111926452903
0.356349945068359,0.497462472843045,0.0361386826013306,0.412480730804322,0.140289501505866,0.00846801865216828,0.411839142598,0.222238255547096,1.12995674353249,0.819382954985196,-12.6687887840558
0.373461961746216,0.50055766363182,0.0371474545435479,0.412632240084671,0.141738659781254,0.00879354959991211,0.411511037580284,0.223351239722025,1.39061388492139,1.0299714361722,-13.0946158321539
0.38994288444519,0.503600064157999,0.0380468162761003,0.412780261115621,0.143160620385961,0.00908886852286824,0.411184097336494,0.224437138821659,1.29365696809336,1.14050548998916,-12.862056257009
0.407058238983154,0.507134290761985,0.0391398862889345,0.413122632827244,0.144784771963886,0.00944562472435962,0.410841141822614,0.225738825450442,1.25496390115638,1.00419985777859,-12.8914299506928
0.423985481262207,0.510567138543389,0.0401756956542009,0.41359976275398,0.146338517844433,0.00978485275990039,0.410539071077146,0.227034694218635,1.40008943228911,0.795313371941016,-13.5822192072947
0.441773653030396,0.514094889916462,0.0411043139119785,0.414063074769019,0.147937031436891,0.0100963184127869,0.410216995344808,0.228348411293749,1.50128698101139,0.822282825297177,-13.7390826009023
0.459731340408325,0.517948677243824,0.0420272572448501,0.414592178635164,0.14967805166034,0.0104114948420573,0.409864951662931,0.229778907956779,1.34868483942875,0.694360960854865,-13.7799908850043
0.477653503417969,0.52185396500274,0.0429271184908023,0.415588515723671,0.151372405788402,0.0107166113280761,0.409619765689363,0.231344821118331,1.64460714373216,0.458835310301934,-13.9863699067951
0.495431184768677,0.525710335944125,0.0435862657162512,0.416226028980736,0.153095127822897,0.0109562927752726,0.409283729458,0.232781110703545,1.63645955961804,0.747532510117151,-14.3512769174214
0.513067722320557,0.529854208877153,0.044239082865968,0.417183722825975,0.154906242056454,0.0111952671372146,0.408985969170845,0.234388324418308,1.53478771816041,0.790652972666035,-14.2758756661432
0.531583070755005,0.534024776998217,0.0448759068581257,0.418235279676417,0.156718383466389,0.0114297913541301,0.408701180216255,0.236019412797747,1.73454396081272,0.636515018185579,-14.7893269992087
0.55004096031189,0.538519615337235,0.0452895697581932,0.419378334474474,0.158668275879448,0.0116026490126159,0.408390841171645,0.23776118602111,1.64542349616325,1.00146050807209,-15.5701534267966
0.568400144577026,0.542856766090962,0.0456514401646107,0.420442834242039,0.160557694409138,0.0117591696161717,0.40807272170309,0.239418293526679,1.83495235748431,1.1463456014857,-15.2256323043853
