time,x,y,z,cogx,cogy,cogz,area,forceX,forceY,forceZ,manipL,manipC
0,0.459684260268871,0.00129424251007419,0.419482403457273,0.121040748262995,-0.00135167289683332,0.417203768205594,0.210082289273839,0.120807869126089,0.181000292171786,-12.268086468135,0.109554746448796,0.0335516561835521
0.0194597244262695,0.459790529697899,0.00129408259038619,0.418417306176028,0.121284977585034,-0.00135172406742248,0.416942288867985,0.209848160764424,-0.0559946756345008,0.0442232753719504,-11.1661420148574,0.109537509885955,0.0335566656636105
0.0407063961029053,0.459771618706987,0.00129389514747669,0.416920748091496,0.121541374901132,-0.00135174516155591,0.416596561643136,0.209461643923532,0.090352857289579,-0.0430641542693306,-12.2811480650008,0.109471371750022,0.0335279979897348
0.0628411769866943,0.459750701504707,0.00129415032394578,0.414636539000044,0.121939503323762,-0.00135168877423402,0.416066216985734,0.208875256839016,0.0468006334902424,-0.0253176544408141,-12.1142735635483,0.109373713256085,0.0334873150867949
0.0844185352325439,0.45969384107997,0.00129484481061061,0.41179030246057,0.122428848175779,-0.00135153626569924,0.415401864194448,0.208133031750027,0.153580495800787,0.211598616406579,-12.0231260050461,0.109242875595728,0.0334350365177298
0.104405403137207,0.45964521295491,0.00129553937186976,0.40861661974386,0.122982103831972,-0.00135138415084221,0.414661521001105,0.207315367123188,0.101718145391466,0.340555921235527,-12.6987721659015,0.109107890472763,0.0333795986180425
0.125685930252075,0.459678643293427,0.0012963872215377,0.404705698138812,0.123717448473042,-0.0013512239874494,0.413733753796115,0.206343745501067,0.0591802319529098,0.245291471435711,-12.4320254756083,0.108971877100964,0.0333343801061059
0.150507926940918,0.459702760641834,0.00129690151076814,0.399538633458775,0.124703988006666,-0.00135110970469494,0.412488127020646,0.20505165825944,0.150020923959579,0.18784704953111,-12.5036257078422,0.108785949156707,0.0332848615576074
0.171347856521606,0.459849097605839,0.00129712307199165,0.394883253998952,0.125671624600113,-0.00135108336414116,0.411334819734404,0.203932658564661,0.238366363007642,0.0994068589009869,-12.2179850434662,0.108656518985662,0.0332763832625984
0.193499803543091,0.460182877431539,0.00129741735973442,0.389269361002941,0.126943449990378,-0.00135103170093104,0.409894737938836,0.202635614096267,-0.0421688206390297,0.0307660465111743,-12.4998496836639,0.1085437910238,0.0333162115138157
0.215120315551758,0.460628488989171,0.00129749106366008,0.383799887435678,0.128253882067962,-0.00135101978197574,0.408460533358041,0.201418559336069,0.157480520992804,-0.181123791256331,-12.5767312501551,0.108478977690399,0.0333901036704298
0.237385034561157,0.461340284818346,0.00129713036886791,0.377807063859002,0.129809931820184,-0.00135113251684587,0.406840875708892,0.200166714384667,-0.00972033472866718,-0.323538058353174,-11.9555773185906,0.108483767668149,0.0335293626595382
0.255825757980347,0.462056464990174,0.00129703982752909,0.372601637162756,0.131218201009945,-0.00135120457442111,0.405402471633646,0.199115899083562,0.0408447065355436,-0.467586647969551,-12.3355695707106,0.108526610071948,0.0336816523877741
0.272059440612793,0.462761180427885,0.00129707924127626,0.367957867723321,0.132512410530427,-0.00135124422579181,0.404095246998363,0.198202966338188,0.0959359951483763,-0.33956110147824,-12.2638068273025,0.108592350707294,0.0338399808335888
0.289095401763916,0.463648439588858,0.00129689959080781,0.362844842794168,0.133995184782011,-0.00135132802487957,0.402624443332359,0.197237602405487,0.0151360837579219,-0.361473259559131,-11.8048357323161,0.10870648794199,0.034046927870484
0.308797359466553,0.464657626427076,0.00129715143957267,0.356604958055454,0.135781203657669,-0.00135131788814072,0.40081058304415,0.196035952760961,0.086470172661011,-0.305710073563632,-11.9298215115934,0.108837182498622,0.0342996893698896
0.325809955596924,0.465502514181831,0.00129733674889517,0.350934282141635,0.137380823153924,-0.00135133291544754,0.399144550521556,0.194921356410403,0.172782838809422,-0.175511713185804,-12.2685247476509,0.108947072958289,0.0345289917272265
0.344711780548096,0.466353057138348,0.00129769956316255,0.344701316035726,0.139113943904934,-0.00135130161487197,0.397293649613689,0.193672414310897,0.0662897599637486,0.129385855699028,-11.23665880348,0.109058182978382,0.03478076465762
0.364266157150269,0.467192398693346,0.00129821860468557,0.33794106927944,0.140967344804614,-0.00135120925611048,0.395262588909246,0.192293817237673,0.10246719617884,0.0977674133318315,-12.192787201868,0.109170302325818,0.0350549018390592
0.383932828903198,0.468127124600192,0.00129763818036132,0.330418690615233,0.143041173232771,-0.00135137957742384,0.392960352310757,0.190764784933649,-0.0773358916351926,-0.139746925997609,-12.0491978372119,0.109314615929615,0.0353821486128912
0.401861906051636,0.469042739049457,0.0012978248003726,0.32364334371178,0.14494920267516,-0.00135139988142277,0.390837650771758,0.189415226428283,-0.348992796508253,-0.164729877146477,-12.2967993563407,0.109483050204017,0.0357123416486943
0.420324325561523,0.470193480082995,0.00129763562723176,0.3168332181901,0.146968479023565,-0.00135147361908018,0.388636265990474,0.188135915522192,-0.4791076043227,-0.255307863158829,-12.4488019742797,0.109736717706853,0.0361108599737269
0.438630342483521,0.471618423603255,0.00129764725034922,0.309556963609393,0.149206276774864,-0.00135151587032154,0.386217951346792,0.186833640209093,-0.485384379429647,-0.253053418681696,-12.2521567595427,0.110084774421969,0.0365976880546952
0.458524942398071,0.473326157109345,0.00129779005595659,0.301850273568999,0.151654513698511,-0.00135155629692245,0.383580081982052,0.185515918377316,-0.733225585601577,-0.201455717726054,-12.5975502628849,0.1105311296147,0.0371792576396325
