id,condition,Yaw,Pitch,Roll,TwistX,TwistY,TwistZ,AvgVelcoity,MaxVelocity,AvgAccel,MaxAccel,AvgArea,COGZ,PathLengthDifference,RangeX,RangeY,RangeZ,TimeElapsed,Joint7_Distance,Joint6_Distance,Joint5_Distance,Joint4_Distance,Joint3_Distance,Joint2_Distance,Joint1_Distance,NrPks
P10,A,94.327706413908,0.00433039091650244,108.122047017231,0.0856620078677995,0.0144246790837178,-0.0729007242112491,1.72569541003064,9.56179154663768,25.0042530031105,462.224274896846,0.217041829868203,0.336497013626751,0.182147268599214,0.354002331731885,0.058734937536227,0.344930973124454,4.11433720588684,0.0774585727,1.118620585,0.000114519999999452,1.580081433,0.00018496155228,1.189305291,8.17899999998595e-05,77
P10,B,93.1645958808979,0.00297084186968403,111.451089438031,0.0436896018384537,0.00705468843732185,-0.063047938336178,0.397011602860611,2.13748744044896,6.45197489888535,63.0635332351457,0.230778961107247,0.361497615129358,0.0902152983446676,0.251955747125737,0.0401995696287112,0.37673406522659,5.72486567497253,0.0709934827,0.925015315,0.000102750000001262,1.02573914,6.94453386e-05,0.933384243299999,1.3309999999489e-05,96
P10,C,93.3769760473336,0.00484968827913116,109.745352034508,0.0833560545629283,0.0165828405457124,-0.0856299703986567,0.554260270596792,2.11436951694384,7.58753987634084,62.8153851480271,0.205004275876275,0.349421720509028,0.0109175766764127,0.290644624282619,0.0586607467084072,0.296883546994575,3.46165680885315,0.0748188477,0.915725415,7.82400000005623e-05,1.15793925,6.65914132e-05,0.721727242,1.31699999994517e-05,63
P10,D,97.513743921095,0.00340983098948154,102.249215459489,0.0537109564781097,0.00882556900769089,-0.047629011962164,0.714325895361449,3.74631355472365,9.65246613408704,59.0929985912716,0.237913675616239,0.363064930202159,0.353514805192027,0.368711065019042,0.176214019712529,0.359520045078301,6.3855299949646,0.38434474603,1.109009249,0.000133069999999513,1.702614813,0.00016933245273,1.53196777,3.32900000001857e-05,107
P10,E,102.192567304028,0.0023849689225704,95.3222088104366,0.0242819397524799,0.00610880615323064,-0.0278970534567345,1.57900402137938,9.56702105299036,15.8579918063497,127.025890596898,0.28018067595025,0.396404341319125,1.86589967420655,0.4096764059968,0.623405998861981,0.769628582215156,12.0568971633911,1.6912399890738,1.404226648,0.000154769999996862,2.814196146,0.00033185602436,3.288312671,0.000163930000000034,224
P10,F,101.737375492772,0.00228426613703702,95.5790333695718,0.0360869413313981,-0.00802625513287213,-0.0511874942883096,1.05935184972164,3.78280148365903,13.9747014205203,125.458769350444,0.275510609131965,0.373214872284454,0.452068564638454,0.354753972995627,0.155602701907273,0.463055010369174,7.27177619934082,0.313071097,1.168420845,9.35800000005926e-05,1.849597607,0.00016208066582,2.120821979,6.48600000006105e-05,135
P10,G,95.6432101763215,0.00341779239831658,99.7948651524879,0.0437665865612947,0.00658107411833401,-0.0418172251586132,0.490270597808423,2.66310602714712,7.19741631128003,65.5742511014207,0.221832462281411,0.351767219301057,0.167307802946961,0.315160235798999,0.0954842035716203,0.334354096501485,7.12888097763062,0.2349110492673,0.973750113,0.000187020000002924,1.313918995,0.000196920320742,1.0475834437,2.54100000003366e-05,121
P10,H,91.7494351708651,0.00390937404966338,92.9765198234233,0.0716957864703044,0.00641581694741976,-0.040018055620814,1.01809676475803,4.77676918875268,12.6020882077465,63.5574805476171,0.201733599287444,0.312945591158406,0.24745368619649,0.312910781483587,0.0394847758138668,0.298785699470982,4.29266548156738,0.071643294172,1.182640565,9.2610000002491e-05,1.13319236,0.00010083842638,0.232903426,4.07399999997615e-05,73
P11,A,95.5896217714622,0.252070653064028,93.88864987041,0.132987593772457,0.0375304040629221,-0.109906817561129,1.14236843299754,3.05994788435934,14.0299227617182,64.5751243208225,0.173190256221474,0.303042797382691,0.10174510286386,0.359427493329799,0.102679332940336,0.338392583592207,2.70713472366333,0.12953988367782,1.298875204,8.9120000001941e-05,1.59205607,0.0100686380646,0.0544003180000003,2.66800000003897e-05,53
P11,B,92.2626442537662,0.13724304001631,106.320321226851,0.0771094191684756,0.0117757744832133,-0.103123975923059,0.548451646439463,2.12264118711917,7.9603088336325,62.3188920495366,0.157635848115624,0.289295363402097,0.0539905301680527,0.282034037754654,0.0440576910307144,0.378093870907274,3.68517422676086,0.0575924643836,1.136705985,6.95799999999025e-05,1.13808886,0.0105090667574,0.183616639,1.43200000000121e-05,63
