Time,Position,Velocity
1723672556.9650035,"[ 0.00000000e+00 -1.33686426e-01  2.49367019e-01 -3.14151995e+00
 -1.53235519e+00  3.33858549e-05  9.48456726e-01  1.57077369e+00]","[ 0.00000000e+00 -1.78804536e-01  7.69387655e-03  2.64548924e-06
  4.97056580e-01  1.06059783e-05 -2.71076226e-01 -1.05819570e-05]"
1723672556.966859,"[ 0.00000000e+00 -1.34035832e-01  2.49384929e-01 -3.14151995e+00
 -1.53137302e+00  3.33858549e-05  9.47917303e-01  1.57077369e+00]","[ 0.00000000e+00 -1.77183952e-01  9.04826561e-03  2.64548924e-06
  4.98059760e-01  1.06059783e-05 -2.73878837e-01 -1.05899522e-05]"
1723672556.9686463,"[ 0.00000000e+00 -1.34223852e-01  2.49395482e-01 -3.14151995e+00
 -1.53088300e+00  3.33858549e-05  9.47622424e-01  1.57077369e+00]","[ 0.00000000e+00 -1.77042538e-01  1.00307380e-02  2.64751422e-06
  4.96979349e-01  1.06059783e-05 -2.77600688e-01 -1.05820616e-05]"
1723672556.9697564,"[ 0.00000000e+00 -1.34573258e-01  2.49416155e-01 -3.14151995e+00
 -1.52987473e+00  3.33858549e-05  9.47066889e-01  1.57077369e+00]","[ 0.00000000e+00 -1.77724141e-01  1.08038994e-02  2.64548924e-06
  4.91037204e-01  1.05979587e-05 -2.82521944e-01 -1.05819570e-05]"
1723672556.9716063,"[ 0.00000000e+00 -1.34935448e-01  2.49440023e-01 -3.14152022e+00
 -1.52891013e+00  3.33858549e-05  9.46486586e-01  1.57077369e+00]","[ 0.00000000e+00 -1.77544062e-01  1.20255622e-02  0.00000000e+00
  4.88336226e-01  1.06059783e-05 -2.83117593e-01 -1.05819570e-05]"
1723672556.973329,"[ 0.00000000e+00 -1.35110152e-01  2.49452424e-01 -3.14152022e+00
 -1.52839348e+00  3.33858549e-05  9.46206887e-01  1.57077369e+00]","[ 0.00000000e+00 -1.77004422e-01  1.26945815e-02  0.00000000e+00
  4.86490822e-01  1.06059783e-05 -2.83602355e-01 -1.05820616e-05]"
1723672556.9751618,"[ 0.00000000e+00 -1.35462754e-01  2.49479521e-01 -3.14152022e+00
 -1.52744273e+00  3.33858549e-05  9.45641831e-01  1.57077369e+00]","[ 0.00000000e+00 -1.78804536e-01  1.40450684e-02  0.00000000e+00
  4.81313703e-01  1.05979587e-05 -2.87092527e-01 -1.05899522e-05]"
1723672556.9763105,"[ 0.00000000e+00 -1.35655034e-01  2.49495134e-01 -3.14152022e+00
 -1.52696709e+00  3.43371621e-05  9.45333570e-01  1.57077369e+00]","[ 0.00000000e+00 -1.81054824e-01  1.47953392e-02  0.00000000e+00
  4.81905324e-01  1.85606472e-05 -2.90389887e-01 -1.05820616e-05]"
1723672556.978149,"[ 0.00000000e+00 -1.36017757e-01  2.49526360e-01 -3.14152022e+00
 -1.52598545e+00  3.43371621e-05  9.44746610e-01  1.57077369e+00]","[ 0.00000000e+00 -1.84746681e-01  1.61894291e-02  0.00000000e+00
  4.77532347e-01  1.85464284e-05 -3.00078300e-01 -1.05819570e-05]"
1723672556.9793224,"[ 0.00000000e+00 -1.36397524e-01  2.49563544e-01 -3.14152022e+00
 -1.52505014e+00  3.43371621e-05  9.44134016e-01  1.57077369e+00]","[ 0.00000000e+00 -1.85067125e-01  1.85568669e-02  0.00000000e+00
  4.72670580e-01  1.85604623e-05 -2.99166767e-01 -1.05819570e-05]"
1723672556.9810846,"[ 0.00000000e+00 -1.36581282e-01  2.49583751e-01 -3.14152022e+00
 -1.52455053e+00  3.43371621e-05  9.43839071e-01  1.57077369e+00]","[ 0.00000000e+00 -1.86367264e-01  2.05274085e-02  0.00000000e+00
  4.70441614e-01  1.85604623e-05 -2.99268000e-01 -1.05820616e-05]"
1723672556.9829419,"[ 0.00000000e+00 -1.36953059e-01  2.49629674e-01 -3.14152022e+00
 -1.52362535e+00  3.43371621e-05  9.43248315e-01  1.57077369e+00]","[ 0.00000000e+00 -1.89608431e-01  2.43087727e-02  0.00000000e+00
  4.68889224e-01  1.85464284e-05 -3.00583735e-01 -1.05899522e-05]"
1723672556.9840586,"[ 0.00000000e+00 -1.37139480e-01  2.49658602e-01 -3.14152022e+00
 -1.52316463e+00  3.43371621e-05  9.42949575e-01  1.57077369e+00]","[ 0.00000000e+00 -1.89068225e-01  2.73080476e-02  0.00000000e+00
  4.66795181e-01  1.85604623e-05 -3.03049356e-01 -1.05819570e-05]"
1723672556.985896,"[ 0.00000000e+00 -1.37526704e-01  2.49720138e-01 -3.14152022e+00
 -1.52221175e+00  3.43371621e-05  9.42326529e-01  1.57077369e+00]","[ 0.00000000e+00 -1.89608431e-01  3.26817948e-02  0.00000000e+00
  4.64924710e-01  1.85462435e-05 -3.05750334e-01 -1.05820616e-05]"
1723672556.987748,"[ 0.00000000e+00 -1.37714723e-01  2.49754110e-01 -3.14152022e+00
 -1.52175315e+00  3.43371621e-05  9.42027788e-01  1.57077462e+00]","[ 0.00000000e+00 -1.90688826e-01  3.45724769e-02  0.00000000e+00
  4.65107868e-01  1.85466133e-05 -3.03049356e-01  0.00000000e+00]"
1723672556.989496,"[ 0.00000000e+00 -1.38111001e-01  2.49828961e-01 -3.14151995e+00
 -1.52084022e+00  3.43371621e-05  9.41411333e-01  1.57077462e+00]","[ 0.00000000e+00 -1.93593252e-01  3.72734528e-02  2.64548924e-06
  4.62947079e-01  1.85184257e-05 -3.00169847e-01  0.00000000e+00]"
1723672556.9912667,"[ 0.00000000e+00 -1.38495562e-01  2.49904262e-01 -3.14151995e+00
 -1.51982928e+00  3.43371621e-05  9.40814852e-01  1.57077462e+00]","[ 0.00000000e+00 -1.94812797e-01  3.80451578e-02  2.64548924e-06
  4.58213477e-01  1.85184257e-05 -3.02742327e-01  0.00000000e+00]"
1723672556.9924605,"[ 0.00000000e+00 -1.38895569e-01  2.49982326e-01 -3.14151995e+00
 -1.51899571e+00  3.43371621e-05  9.40194601e-01  1.57077462e+00]","[ 0.00000000e+00 -1.95599395e-01  3.86239376e-02  2.64751422e-06
  4.57910443e-01  1.85184257e-05 -3.03049356e-01  0.00000000e+00]"
1723672556.9941998,"[ 0.00000000e+00 -1.39088382e-01  2.50021824e-01 -3.14151995e+00
 -1.51850835e+00  3.43371621e-05  9.39893997e-01  1.57077462e+00]","[ 0.00000000e+00 -1.95550576e-01  3.99744266e-02  2.64548924e-06
  4.58474567e-01  1.85184257e-05 -3.04631074e-01  0.00000000e+00]"
1723672556.9959521,"[ 0.00000000e+00 -1.39486791e-01  2.50107694e-01 -3.14151995e+00
 -1.51753364e+00  3.43371621e-05  9.39277542e-01  1.57077462e+00]","[ 0.00000000e+00 -1.94596332e-01  4.28410657e-02  2.64548924e-06
  4.58160846e-01  1.85184257e-05 -3.00922156e-01  0.00000000e+00]"
1723672556.9977615,"[ 0.00000000e+00 -1.39868155e-01  2.50192183e-01 -3.14151995e+00
 -1.51659620e+00  3.43371621e-05  9.38686786e-01  1.57077462e+00]","[ 0.00000000e+00 -1.92114549e-01  4.29454991e-02  0.00000000e+00
  4.58404759e-01  1.85184257e-05 -2.99268000e-01  0.00000000e+00]"
1723672556.999596,"[ 0.00000000e+00 -1.40057772e-01  2.50233962e-01 -3.14151995e+00
 -1.51614507e+00  3.43371621e-05  9.38396635e-01  1.57077462e+00]","[ 0.00000000e+00 -1.92309409e-01  4.24053018e-02  0.00000000e+00
  4.57545123e-01  1.85184257e-05 -2.94406233e-01  0.00000000e+00]"
1723672557.0013592,"[ 0.00000000e+00 -1.40453518e-01  2.50315704e-01 -3.14151995e+00
 -1.51524225e+00  3.52884652e-05  9.37806878e-01  1.57077462e+00]","[ 0.00000000e+00 -1.93389787e-01  3.88691107e-02  0.00000000e+00
  4.57545123e-01  2.91226556e-05 -2.84682733e-01  0.00000000e+00]"
1723672557.0025816,"[ 0.00000000e+00 -1.40833817e-01  2.50389623e-01 -3.14151995e+00
 -1.51430322e+00  3.52884652e-05  9.37257934e-01  1.57077462e+00]","[ 0.00000000e+00 -1.91769203e-01  3.78136459e-02  0.00000000e+00
  4.58700469e-01  2.91003827e-05 -2.77930304e-01  0.00000000e+00]"
1723672557.0043275,"[ 0.00000000e+00 -1.41024500e-01  2.50429571e-01 -3.14151995e+00
 -1.51384836e+00  3.52884652e-05  9.36967782e-01  1.57077462e+00]","[ 0.00000000e+00 -1.93193845e-01  3.76152695e-02  0.00000000e+00
  4.61326479e-01  2.91223691e-05 -2.73337616e-01  0.00000000e+00]"
1723672557.0061572,"[ 0.00000000e+00 -1.41426637e-01  2.50500294e-01 -3.14151995e+00
 -1.51289867e+00  3.52884652e-05  9.36433153e-01  1.57077462e+00]","[ 0.00000000e+00 -1.97711348e-01  3.48425735e-02  0.00000000e+00
  4.63921663e-01  2.91006692e-05 -2.70097482e-01  0.00000000e+00]"
1723672557.007941,"[ 0.00000000e+00 -1.41620515e-01  2.50533817e-01 -3.14151942e+00
 -1.51244114e+00  3.52884652e-05  9.36162975e-01  1.57077462e+00]","[ 0.00000000e+00 -1.96630970e-01  3.40322817e-02  5.29097849e-06
  4.64027457e-01  2.91003827e-05 -2.73878837e-01  0.00000000e+00]"
1723672557.0090725,"[ 0.00000000e+00 -1.42054610e-01  2.50593056e-01 -3.14151942e+00
 -1.51152555e+00  3.62397724e-05  9.35604577e-01  1.57077462e+00]","[ 0.00000000e+00 -1.97433680e-01  2.73337616e-02  5.29103081e-06
  4.64636622e-01  3.70648338e-05 -2.71988159e-01  0.00000000e+00]"
1723672557.0108795,"[ 0.00000000e+00 -1.42413605e-01  2.50634834e-01 -3.14151942e+00
 -1.51057000e+00  3.62397724e-05  9.35067084e-01  1.57077462e+00]","[ 0.00000000e+00 -1.97511029e-01  1.91769216e-02  5.29103081e-06
  4.66491614e-01  3.70368514e-05 -2.73878837e-01  0.00000000e+00]"
1723672557.012676,"[ 0.00000000e+00 -1.42607483e-01  2.50650447e-01 -3.14151942e+00
 -1.51010715e+00  3.62397724e-05  9.34734123e-01  1.57077462e+00]","[ 0.00000000e+00 -1.96630970e-01  1.59357516e-02  5.29497611e-06
  4.69429413e-01  3.70368514e-05 -2.74213447e-01  0.00000000e+00]"
1723672557.0138261,"[ 0.00000000e+00 -1.43039980e-01  2.50674332e-01 -3.14151942e+00
 -1.50918037e+00  3.62397724e-05  9.34182382e-01  1.57077462e+00]","[ 0.00000000e+00 -1.96117463e-01  1.02718352e-02  5.29097849e-06
  4.70033085e-01  3.70372172e-05 -2.80825410e-01  0.00000000e+00]"
1723672557.0155025,"[ 0.00000000e+00 -1.43427736e-01  2.50686732e-01 -3.14151995e+00
 -1.50867863e+00  3.71910796e-05  9.33602079e-01  1.57077462e+00]","[ 0.00000000e+00 -1.96090765e-01  5.12665220e-03  0.00000000e+00
  4.72447773e-01  4.76188043e-05 -2.83869903e-01  0.00000000e+00]"
1723672557.0173826,"[ 0.00000000e+00 -1.43638126e-01  2.50690394e-01 -3.14151995e+00
 -1.50821204e+00  3.71910796e-05  9.33325244e-01  1.57077462e+00]","[ 0.00000000e+00 -1.98107077e-01  3.78136470e-03  0.00000000e+00
  4.73691203e-01  4.76188043e-05 -2.80901377e-01  1.05979587e-05]"
1723672557.0191894,"[ 0.00000000e+00 -1.44031209e-01  2.50693157e-01 -3.14151995e+00
 -1.50727727e+00  3.81423827e-05  9.32762052e-01  1.57077462e+00]","[ 0.00000000e+00 -1.99669621e-01  8.10292444e-04  0.00000000e+00
  4.73750958e-01  5.55558217e-05 -2.73337616e-01  1.05980643e-05]"
1723672557.0204177,"[ 0.00000000e+00 -1.44437607e-01  2.50693157e-01 -3.14151995e+00
 -1.50630735e+00  3.81423827e-05  9.32232216e-01  1.57077462e+00]","[ 0.00000000e+00 -1.98311159e-01  0.00000000e+00  0.00000000e+00
  4.72670580e-01  5.55558217e-05 -2.68206787e-01  1.05979587e-05]"
1723672557.0222423,"[ 0.00000000e+00 -1.44633083e-01  2.50693607e-01 -3.14151995e+00
 -1.50583916e+00  3.81423827e-05  9.31968696e-01  1.57077462e+00]","[ 0.00000000e+00 -1.98251554e-01  1.80004121e-04  0.00000000e+00
  4.74350269e-01  5.55972507e-05 -2.67396504e-01  1.05979587e-05]"
1723672557.024068,"[ 0.00000000e+00 -1.45024568e-01  2.50695904e-01 -3.14151995e+00
 -1.50486551e+00  3.81423827e-05  9.31422615e-01  1.57077462e+00]","[ 0.00000000e+00 -1.98251554e-01  5.31887593e-04 -5.30298914e-06
  4.76460059e-01  5.55552731e-05 -2.66817649e-01  1.06059783e-05]"
1723672557.025257,"[ 0.00000000e+00 -1.45233360e-01  2.50697751e-01 -3.14151995e+00
 -1.50439626e+00  3.90936899e-05  9.31160094e-01  1.57077462e+00]","[ 0.00000000e+00 -1.96602475e-01  7.55443679e-04 -5.30298914e-06
  4.75911747e-01  6.61872009e-05 -2.66316109e-01  1.05979587e-05]"
1723672557.027098,"[ 0.00000000e+00 -1.45624844e-01  2.50704176e-01 -3.14151995e+00
 -1.50345936e+00  3.90936899e-05  9.30636849e-01  1.57077462e+00]","[ 0.00000000e+00 -1.99331932e-01  1.35774194e-03 -5.29897933e-06
  4.75371558e-01  6.61378843e-05 -2.66046281e-01  1.05979587e-05]"
1723672557.0289037,"[ 0.00000000e+00 -1.45822983e-01  2.50708304e-01 -3.14151995e+00
 -1.50299118e+00  3.90936899e-05  9.30351492e-01  1.57077462e+00]","[ 0.00000000e+00 -2.00952515e-01  1.68143747e-03 -5.30298914e-06
  4.74350269e-01  6.61378843e-05 -2.68823791e-01  1.05979587e-05]"
1723672557.0301,"[ 0.00000000e+00 -1.46037102e-01  2.50721620e-01 -3.14152022e+00
 -1.50202019e+00  3.90936899e-05  9.29807341e-01  1.57077462e+00]","[ 0.00000000e+00 -2.01617839e-01  3.47757630e-03 -7.94838950e-06
  4.73750958e-01  6.61378843e-05 -2.77930304e-01  1.05979587e-05]"
1723672557.032442,"[ 0.00000000e+00 -1.46440837e-01  2.50742742e-01 -3.14152022e+00
 -1.50105559e+00  4.00449971e-05  9.29525712e-01  1.57077462e+00]","[ 0.00000000e+00 -2.04733888e-01  1.02729358e-02 -7.95448397e-06
  4.70441614e-01  7.67191870e-05 -2.85763144e-01  1.05979587e-05]"
1723672557.034283,"[ 0.00000000e+00 -1.46865877e-01  2.50772137e-01 -3.14152022e+00
 -1.50012668e+00  4.00449971e-05  9.28928298e-01  1.57077462e+00]","[ 0.00000000e+00 -2.08137824e-01  1.59196051e-02 -7.95448397e-06
  4.72130391e-01  7.67199429e-05 -2.94406233e-01  1.05979587e-05]"
1723672557.0359488,"[ 0.00000000e+00 -1.47278135e-01  2.50813465e-01 -3.14152022e+00
 -1.49919831e+00  4.00449971e-05  9.28324227e-01  1.57077462e+00]","[ 0.00000000e+00 -2.09595638e-01  2.13377002e-02 -7.95440473e-06
  4.69429413e-01  7.67191870e-05 -2.95377888e-01  1.05979587e-05]"
1723672557.0376766,"[ 0.00000000e+00 -1.47483731e-01  2.50837334e-01 -3.14152022e+00
 -1.49870243e+00  4.00449971e-05  9.28034075e-01  1.57077462e+00]","[ 0.00000000e+00 -2.08515244e-01  2.43087727e-02 -7.95448397e-06
  4.66930869e-01  7.66613124e-05 -2.94406233e-01  1.05979587e-05]"
1723672557.0388913,"[ 0.00000000e+00 -1.47911967e-01  2.50894742e-01 -3.14152022e+00
 -1.49778523e+00  4.00449971e-05  9.27449978e-01  1.57077462e+00]","[ 0.00000000e+00 -2.09055449e-01  2.90617766e-02 -1.32474486e-05
  4.65107868e-01  7.67199429e-05 -2.96296945e-01  1.05979587e-05]"
1723672557.0413148,"[ 0.00000000e+00 -1.48347660e-01  2.50956727e-01 -3.14152022e+00
 -1.49683768e+00  4.09963042e-05  9.26833522e-01  1.57077462e+00]","[ 0.00000000e+00 -2.13654728e-01  3.16014045e-02 -1.32574726e-05
  4.61480976e-01  8.45917913e-05 -3.03049356e-01  1.05979587e-05]"
1723672557.0431612,"[ 0.00000000e+00 -1.48771635e-01  2.51021941e-01 -3.14151995e+00
 -1.49593221e+00  4.09963042e-05  9.26233246e-01  1.57077462e+00]","[ 0.00000000e+00 -2.15537783e-01  3.34920866e-02 -1.06058726e-05
  4.58085312e-01  8.46556558e-05 -3.04631074e-01  1.05979587e-05]"
1723672557.0442939,"[ 0.00000000e+00 -1.48987351e-01  2.51058676e-01 -3.14151995e+00
 -1.49547840e+00  4.09963042e-05  9.25905078e-01  1.57077462e+00]","[ 0.00000000e+00 -2.18557292e-01  3.46060473e-02 -1.06059783e-05
  4.60246101e-01  8.46556558e-05 -3.08946727e-01  1.06059783e-05]"
1723672557.0460908,"[ 0.00000000e+00 -1.49441687e-01  2.51132595e-01 -3.14151995e+00
 -1.49453884e+00  4.09963042e-05  9.25281033e-01  1.57077462e+00]","[ 0.00000000e+00 -2.21679315e-01  3.85848058e-02 -1.06059783e-05
  4.59165724e-01  8.46564929e-05 -3.20335602e-01  1.05979587e-05]"
1723672557.0479066,"[ 0.00000000e+00 -1.49878978e-01  2.51218466e-01 -3.14151995e+00
 -1.49364082e+00  4.09963042e-05  9.24608451e-01  1.57077462e+00]","[ 0.00000000e+00 -2.22020133e-01  4.29454991e-02 -5.30293632e-06
  4.53843662e-01  8.46564929e-05 -3.30512839e-01  1.06058726e-05]"
1723672557.0503309,"[ 0.00000000e+00 -1.50333313e-01  2.51308930e-01 -3.14151995e+00
 -1.49271085e+00  4.09963042e-05  9.23948254e-01  1.57077462e+00]","[ 0.00000000e+00 -2.21971847e-01  4.64567646e-02 -5.30298914e-06
  4.53890900e-01  8.46564929e-05 -3.34581516e-01  1.05979587e-05]"
1723672557.052217,"[ 0.00000000e+00 -1.50771669e-01  2.51402607e-01 -3.14151995e+00
 -1.49181762e+00  4.09963042e-05  9.23256631e-01  1.57077462e+00]","[ 0.00000000e+00 -2.22560322e-01  4.48875552e-02 -5.30298914e-06
  4.52683356e-01  8.46564929e-05 -3.38537409e-01  1.06059783e-05]"
1723672557.053924,"[ 0.00000000e+00 -1.51229200e-01  2.51487545e-01 -3.14151995e+00
 -1.49089191e+00  4.09963042e-05  9.22590707e-01  1.57077462e+00]","[ 0.00000000e+00 -2.23685458e-01  4.29454991e-02 -5.30298914e-06
  4.51383234e-01  8.45917913e-05 -3.36811548e-01  1.05979587e-05]"
1723672557.0551486,"[ 0.00000000e+00 -1.51451308e-01  2.51531637e-01 -3.14151995e+00
 -1.49044609e+00  4.19476073e-05  9.22259676e-01  1.57077462e+00]","[ 0.00000000e+00 -2.25261300e-01  4.16275631e-02 -5.30293632e-06
  4.52143167e-01  9.52376087e-05 -3.35390984e-01  1.05980643e-05]"
1723672557.0569963,"[ 0.00000000e+00 -1.51897654e-01  2.51612447e-01 -3.14151995e+00
 -1.48955713e+00  4.19476073e-05  9.21588959e-01  1.57077462e+00]","[ 0.00000000e+00 -2.26112347e-01  4.05146197e-02 -5.30298914e-06
  4.49442190e-01  9.52385514e-05 -3.25246704e-01  1.05978530e-05]"
1723672557.0583322,"[ 0.00000000e+00 -1.52137871e-01  2.51649648e-01 -3.14151995e+00
 -1.48907936e+00  4.19476073e-05  9.21269313e-01  1.57077462e+00]","[ 0.00000000e+00 -2.26193157e-01  3.77753338e-02 -5.30298914e-06
  4.49878615e-01  9.53105108e-05 -3.24116958e-01  1.05979587e-05]"
1723672557.0601566,"[ 0.00000000e+00 -1.52583684e-01  2.51717143e-01 -3.14151942e+00
 -1.48819945e+00  4.19476073e-05  9.20605321e-01  1.57077462e+00]","[ 0.00000000e+00 -2.26881884e-01  3.07911127e-02  0.00000000e+00
  4.45120645e-01  9.52385514e-05 -3.25246704e-01  1.05979587e-05]"
1723672557.0613341,"[ 0.00000000e+00 -1.52806324e-01  2.51743325e-01 -3.14151942e+00
 -1.48776163e+00  4.19476073e-05  9.20284743e-01  1.57077462e+00]","[ 0.00000000e+00 -2.25801489e-01  2.64695534e-02  0.00000000e+00
  4.44040267e-01  8.46556558e-05 -3.24867869e-01  1.06059783e-05]"
1723672557.0631652,"[ 0.00000000e+00 -1.53267584e-01  2.51783272e-01 -3.14151942e+00
 -1.48685083e+00  4.19476073e-05  9.19639725e-01  1.57077462e+00]","[ 0.00000000e+00 -2.25190077e-01  1.78045614e-02  5.30298914e-06
  4.44361710e-01  8.46548105e-05 -3.28645397e-01  1.05819570e-05]"
1723672557.0643218,"[ 0.00000000e+00 -1.53715528e-01  2.51807607e-01 -3.14151942e+00
 -1.48597358e+00  4.19476073e-05  9.18966212e-01  1.57077462e+00]","[ 0.00000000e+00 -2.27422073e-01  1.07929524e-02  5.30298914e-06
  4.44580456e-01  8.46564929e-05 -3.30059103e-01  1.05819570e-05]"
1723672557.0660949,"[ 0.00000000e+00 -1.53939766e-01  2.51815879e-01 -3.14151942e+00
 -1.48553736e+00  4.19476073e-05  9.18638044e-01  1.57077462e+00]","[ 0.00000000e+00 -2.27422073e-01  8.37302164e-03  5.30293632e-06
  4.41971390e-01  8.45926284e-05 -3.32760081e-01  1.05819570e-05]"
1723672557.067935,"[ 0.00000000e+00 -1.54409547e-01  2.51826432e-01 -3.14151942e+00
 -1.48463401e+00  4.19476073e-05  9.17949283e-01  1.57077462e+00]","[ 0.00000000e+00 -2.29350235e-01  4.59165694e-03  5.29892650e-06
  4.40799067e-01  8.46556558e-05 -3.37467351e-01  1.05819570e-05]"
1723672557.0690398,"[ 0.00000000e+00 -1.54635916e-01  2.51829195e-01 -3.14151942e+00
 -1.48419832e+00  4.19476073e-05  9.17621115e-01  1.57077462e+00]","[ 0.00000000e+00 -2.29582862e-01  2.70097486e-03  5.30298914e-06
  4.41879478e-01  8.46556558e-05 -3.32760081e-01  1.05819570e-05]"
1723672557.070909,"[ 0.00000000e+00 -1.55107296e-01  2.51832857e-01 -3.14151888e+00
 -1.48333279e+00  4.19476073e-05  9.16970372e-01  1.57077462e+00]","[ 0.00000000e+00 -2.30706982e-01  1.34911905e-03  1.32574726e-05
  4.38638311e-01  8.46564929e-05 -3.27088047e-01  1.05820616e-05]"
1723672557.0732603,"[ 0.00000000e+00 -1.55558435e-01  2.51835154e-01 -3.14151888e+00
 -1.48243371e+00  4.19476073e-05  9.16296859e-01  1.57077462e+00]","[ 0.00000000e+00 -2.27962262e-01  8.10292444e-04  1.32574726e-05
  4.39178500e-01  8.46556558e-05 -3.30534177e-01  1.05819570e-05]"
1723672557.0750325,"[ 0.00000000e+00 -1.56028749e-01  2.51837451e-01 -3.14151888e+00
 -1.48156552e+00  4.19476073e-05  9.15630003e-01  1.57077462e+00]","[ 0.00000000e+00 -2.29703902e-01  1.21543863e-03  1.32574726e-05
  4.40258878e-01  8.46556558e-05 -3.41403204e-01  1.05820616e-05]"
1723672557.0761395,"[ 0.00000000e+00 -1.56256183e-01  2.51839298e-01 -3.14151888e+00
 -1.48110000e+00  4.19476073e-05  9.15268479e-01  1.57077462e+00]","[ 0.00000000e+00 -2.30663240e-01  1.40397288e-03  1.32474486e-05
  4.38343266e-01  8.46556558e-05 -3.40543568e-01  1.05899522e-05]"
1723672557.0778801,"[ 0.00000000e+00 -1.56709453e-01  2.51844342e-01 -3.14151835e+00
 -1.48023820e+00  4.19476073e-05  9.14597828e-01  1.57077555e+00]","[ 0.00000000e+00 -2.30123051e-01  1.80841785e-03  1.85604623e-05
  4.35937333e-01  7.66613124e-05 -3.39782637e-01  1.85184257e-05]"
1723672557.0796926,"[ 0.00000000e+00 -1.57182431e-01  2.51852148e-01 -3.14151835e+00
 -1.47934551e+00  4.19476073e-05  9.13904341e-01  1.57077555e+00]","[ 0.00000000e+00 -2.31203445e-01  2.41590791e-03  1.85602774e-05
  4.35835567e-01  7.67191870e-05 -3.39540489e-01  1.85324169e-05]"
1723672557.0808454,"[ 0.00000000e+00 -1.57409332e-01  2.51857192e-01 -3.14151835e+00
 -1.47891620e+00  4.19476073e-05  9.13567585e-01  1.57077555e+00]","[ 0.00000000e+00 -2.29889891e-01  2.98213627e-03  1.85604623e-05
  4.35397144e-01  7.67191870e-05 -3.41403204e-01  1.85324169e-05]"
1723672557.0825963,"[ 0.00000000e+00 -1.57878581e-01  2.51870058e-01 -3.14151835e+00
 -1.47806026e+00  4.19476073e-05  9.12889277e-01  1.57077555e+00]","[ 0.00000000e+00 -2.29042656e-01  5.56343038e-03  1.85604623e-05
  4.33236355e-01  7.67199429e-05 -3.42483615e-01  1.85186086e-05]"
1723672557.083753,"[ 0.00000000e+00 -1.58103352e-01  2.51878330e-01 -3.14151835e+00
 -1.47759847e+00  4.19476073e-05  9.12528752e-01  1.57077555e+00]","[ 0.00000000e+00 -2.27962262e-01  6.93211625e-03  1.85745164e-05
  4.34423459e-01  7.67199429e-05 -3.39540489e-01  1.85184257e-05]"
1723672557.0860505,"[ 0.00000000e+00 -1.58552893e-01  2.51897156e-01 -3.14151835e+00
 -1.47674200e+00  4.19476073e-05  9.11866624e-01  1.57077555e+00]","[ 0.00000000e+00 -2.27962262e-01  9.58846079e-03  1.85604623e-05
  4.34856922e-01  7.67191870e-05 -3.34581516e-01  1.85184257e-05]"
1723672557.0872202,"[ 0.00000000e+00 -1.58795241e-01  2.51907708e-01 -3.14151835e+00
 -1.47631536e+00  4.19476073e-05  9.11537457e-01  1.57077555e+00]","[ 0.00000000e+00 -2.27984632e-01  1.08038994e-02  1.85604623e-05
  4.32696166e-01  7.67199429e-05 -3.33840492e-01  1.85184257e-05]"
1723672557.0894668,"[ 0.00000000e+00 -1.59248511e-01  2.51934806e-01 -3.14151835e+00
 -1.47543119e+00  4.19476073e-05  9.10855421e-01  1.57077555e+00]","[ 0.00000000e+00 -2.30663240e-01  1.37922658e-02  1.59210137e-05
  4.30535377e-01  7.67199429e-05 -3.33840492e-01  1.05820616e-05]"
1723672557.0913324,"[ 0.00000000e+00 -1.59725217e-01  2.51966947e-01 -3.14151835e+00
 -1.47458644e+00  4.19476073e-05  9.10199019e-01  1.57077555e+00]","[ 0.00000000e+00 -2.33214664e-01  1.67460433e-02  1.59089679e-05
  4.28374588e-01  7.67199429e-05 -3.32760081e-01  1.05820616e-05]"
1723672557.0930324,"[ 0.00000000e+00 -1.60183813e-01  2.52005513e-01 -3.14151835e+00
 -1.47371079e+00  4.19476073e-05  9.09515984e-01  1.57077555e+00]","[ 0.00000000e+00 -2.31508827e-01  1.91594321e-02  1.59088095e-05
  4.27309457e-01  7.68351964e-05 -3.33840492e-01  1.05819570e-05]"
1723672557.0947986,"[ 0.00000000e+00 -1.60412845e-01  2.52024804e-01 -3.14151835e+00
 -1.47328841e+00  4.19476073e-05  9.09183955e-01  1.57077555e+00]","[ 0.00000000e+00 -2.32283823e-01  1.94470181e-02  1.59089679e-05
  4.28374588e-01  7.68351964e-05 -3.36470297e-01  1.05819570e-05]"
1723672557.0966127,"[ 0.00000000e+00 -1.60883692e-01  2.52066133e-01 -3.14151835e+00
 -1.47244898e+00  4.19476073e-05  9.08485674e-01  1.57077555e+00]","[ 0.00000000e+00 -2.29042656e-01  1.84423344e-02  1.59089679e-05
  4.25133421e-01  7.68351964e-05 -3.41295878e-01  1.05820616e-05]"
1723672557.0984082,"[ 0.00000000e+00 -1.61353474e-01  2.52101037e-01 -3.14151835e+00
 -1.47157973e+00  4.19476073e-05  9.07804571e-01  1.57077555e+00]","[ 0.00000000e+00 -2.29202379e-01  1.72687240e-02  1.59089679e-05
  4.23512854e-01  7.68933393e-05 -3.46264971e-01  1.05819570e-05]"
1723672557.1002169,"[ 0.00000000e+00 -1.61807809e-01  2.52135475e-01 -3.14151835e+00
 -1.47074563e+00  4.19476073e-05  9.07086316e-01  1.57077555e+00]","[ 0.00000000e+00 -2.30663240e-01  1.68014870e-02  1.59089679e-05
  4.21892254e-01  7.68351964e-05 -3.52078918e-01  1.05819570e-05]"
