"id","condition","Yaw","Pitch","Roll","AvgVelocity","MaxVelocity","AvgAccel","MaxAccel","COGZ","PathLengthDifference","RangeX","RangeY","RangeZ","TimeElapsed"
"P2","F",90.52175018,-0.032274005,89.53521913,1.591466181,7.685183284,18.41307652,100.5033955,0.32288182,0.082069808,0.323401351,0.009624484,0.227548761,4.200867653
"P2","G",91.06477106,1.546797547,86.22428306,1.477630508,10.18336113,32.54961778,480.167992,0.384571716,0.13060491,0.336404019,0.048296406,0.05653212,7.80042243
"P2","H",93.64602288,-0.433642183,82.00845159,1.884178481,9.546768202,35.7873921,456.4515472,0.357791238,0.464723846,0.367958486,0.318777637,0.063008721,4.732845545
"P30","A",90.24050213,0.286440303,95.63175923,1.114526965,3.769709221,16.51523251,103.7754698,0.272173126,0.249900106,0.375392798,0.020406571,0.373523783,4.316014528
"P30","B",89.47443295,0.0013038,105.0580556,0.819386653,4.77980753,10.29510975,114.7177341,0.286962695,0.167265604,0.277574352,0.013193268,0.372973445,5.66017127
"P30","C",90.00098762,-0.000468885,100.084513,0.788782687,2.91230495,10.44655401,62.41012725,0.339246039,0.040816104,0.306284766,4.06e-05,0.365277339,3.791661739
"P30","D",85.99799209,-0.461032127,104.1256224,1.2888468,8.326498326,16.73733973,123.4341147,0.32674924,0.215173689,0.350299633,0.092678408,0.373863587,10.4644599
"P30","E",92.69358847,2.178304997,95.83840907,2.615339407,9.631387678,34.83346062,490.2699574,0.31888241,0.89390792,0.33345982,0.209564942,0.393702631,8.421699524
"P30","F",89.76019219,-7.11e-05,101.4499669,0.793091361,2.120018455,12.75316102,119.55164,0.2895919,0.156518063,0.287664638,0.012804705,0.374119458,4.747181177
"P30","G",89.25427836,0.00157063,109.1514459,0.335308496,1.890118714,6.531707848,61.36568497,0.255513688,0.152036936,0.345140823,0.025145303,0.147760119,6.749697447
"P30","H",85.4178739,-0.000958463,95.47776078,0.675925682,2.173084139,8.686857771,64.44483365,0.306487708,0.258108166,0.355108793,0.166148361,0.336443337,3.741933346
"P31","A",90.11757709,-0.006551435,85.99429128,0.429126419,0.872368273,1.527847261,24.57782345,0.310826668,0.67466305,0.382749708,0.023956512,0.326169802,5.045120716
"P31","B",89.63172088,0.226399777,78.40853857,0.135117488,1.060724251,1.127132118,60.46238461,0.34846335,0.682636794,0.310753018,0.024896601,0.41655444,14.86819458
"P31","C",89.79470328,-0.006217114,100.8842284,0.234743748,0.476720742,0.82728839,6.273483669,0.316450152,0.123470296,0.320034623,0.007202704,0.303888982,3.961051226
"P31","D",88.40659784,2.126884057,93.94706641,0.205655876,1.243679349,2.112732805,64.88840868,0.35380565,0.719357907,0.282081755,0.217534578,0.41466813,19.47519922
"P31","E",88.32309944,0.236952679,82.51049596,0.647440591,3.884379237,5.026729336,61.71615579,0.350971961,3.788922756,0.38840535,0.898013568,0.533306854,17.28644848
"P31","F",89.99678651,-0.005955235,99.91764457,0.089617251,1.143411984,1.211377278,62.37318744,0.340259403,0.304953322,0.312407455,5.22e-05,0.304699227,26.50812149
"P31","G",95.40599786,0.610362705,95.63276316,0.233042147,0.531402941,0.94662688,10.94281622,0.326200663,1.668439028,0.401827625,0.654707463,0.326365983,15.01335144
"P31","H",87.84281875,-0.005985669,99.72926373,0.46222961,1.188253136,3.072522454,63.18650375,0.316965644,2.120520919,0.450501522,0.60802395,0.379334639,12.0092783
"P3","A",88.65817716,0.001758736,74.92935515,2.276503016,9.54104527,32.09758084,471.1016807,0.390109673,0.03261528,0.305690566,0.027012953,0.043321565,1.678063869
"P3","B",89.48426571,-0.009260675,89.09497033,0.691824262,5.82015295,7.762301431,108.2373273,0.351259353,0.049886436,0.339447747,0.015523854,0.197269591,8.149719954
"P3","C",90.02218749,-0.007929419,99.99214287,0.28830202,1.09785906,4.863454155,63.72387246,0.276624283,0.024086829,0.314078398,0.002146747,0.347555741,3.332084179
"P3","D",93.96308778,-2.584209652,73.42246191,2.516026142,9.583141823,33.8014294,508.8315234,0.374731207,2.282165061,0.36893188,0.666232764,0.652317059,5.222016096
"P3","E",94.45445831,-1.687670208,73.47386258,2.401138496,9.8527855,27.58059945,477.170387,0.356837596,4.682718969,0.390622548,0.676442435,0.818558134,7.70599556
"P3","F",99.79015876,4.295401736,102.7160776,0.873457051,2.67044033,13.71906229,110.2798242,0.364261961,0.679249143,0.240956412,0.182264895,0.273322815,5.03436923
"P3","G",116.2437379,1.932138011,74.61633783,0.467674397,7.424044519,5.870993971,265.4154244,0.390909304,0.887846542,0.519861928,0.297792519,0.552229169,8.870667219
"P3","H",92.56532436,0.73806543,82.27754376,1.035021177,2.523948773,12.11492749,62.75624935,0.412604664,1.367983952,0.453067023,0.621837732,0.213323362,4.633788109
"P4","B",91.42978529,-0.00139027,108.5817838,0.27099239,1.125632703,4.374425919,65.07391468,0.278810683,0.761875708,0.292976502,0.038361932,0.378242885,13.96394372
"P4","C",93.74488654,-0.001190365,99.64221076,0.289867238,1.925835224,3.694809148,64.84011572,0.29236929,0.02029102,0.254219532,0.055157601,0.23506774,3.849364758
"P4","D",90.38432239,-0.000717593,114.4365032,0.356016092,1.219237568,1.795408284,62.90298924,0.26354185,0.135099745,0.268366729,0.011630682,0.175910742,2.525736094
"P4","E",83.34926125,-0.001153588,108.2949384,0.389737919,2.156425197,4.147349722,66.3554076,0.290348574,0.592387971,0.291256236,0.305320127,0.377904853,8.020633698
"P4","F",94.3457509,-0.001659136,90.69473528,0.707306843,6.623949333,9.815877162,129.9458632,0.317121547,0.221243259,0.271842544,0.073515949,0.365619352,10.18918347
"P4","G",95.52952666,-0.060779223,114.1965098,1.21699697,9.556255418,18.08977407,481.774327,0.310021599,0.776794192,0.413154036,0.150438763,0.525527715,10.35797763
"P4","H",92.89815117,-0.001738682,104.2593201,1.523187887,9.705687423,25.44459856,459.7548621,0.312730486,0.515837276,0.233883316,0.049648034,0.516544435,5.18379879
"P5","A",92.85904231,0.007440557,99.97571241,0.523729461,1.156859084,5.770797471,62.4429408,0.288958062,0.255668075,0.381313287,0.086125866,0.377527703,3.215250731
"P5","C",93.24610911,0.007450683,97.68542901,0.195393179,1.087162387,3.129337027,63.43441633,0.330121,0.017404439,0.273082004,0.064704094,0.325122358,2.763525724
"P5","D",91.2481885,0.006850481,120.7339815,1.574058855,9.547417428,29.94484109,493.7962848,0.32482253,0.321548856,0.350206692,0.056488775,0.387071006,3.361158848
"P5","E",112.0934345,-0.003257154,87.2377978,0.399441365,6.236960899,3.745659506,60.20733274,0.270312437,0.896149535,0.322622402,0.375938465,0.630604375,8.198675632
"P5","F",109.9605401,0.009192157,94.42025203,0.34208757,1.280183907,2.267817765,61.93891966,0.312574839,0.387914524,0.28935504,0.357611566,0.363084039,3.836488485
"P5","G",95.37519772,-0.004394977,93.64112421,0.194796296,1.071108649,2.941170692,62.94786297,0.340692166,0.035104713,0.281705893,0.087921502,0.294696035,3.635298014
"P6","C",91.15551585,-0.001935925,87.56465078,0.518985902,1.864481728,8.731186485,124.3384064,0.287204202,0.067135659,0.305719193,0.028705279,0.315109216,3.253656626
"P6","D",98.08237732,18.36399182,97.36094773,2.764239144,9.674649051,87.08666849,781.7760956,0.28493526,0.707076316,0.365530869,0.368156842,0.370073003,5.848820448
"P6","G",90.25217253,-0.005081886,97.10877827,0.975971514,5.830609102,10.83935918,68.84197959,0.283800484,0.144951347,0.375024457,0.015015421,0.327187346,5.271612406
"P7","A",93.37102365,0.179892945,96.75503531,1.854812131,9.54144435,25.21802417,469.9225401,0.295553758,0.111109373,0.343642982,0.048309356,0.364500853,3.468547344
"P7","B",91.44319534,-0.001725239,99.99440224,0.656997816,4.758037536,8.192074274,64.52814086,0.308442215,0.011788937,0.287369215,0.037069368,0.350072857,3.566918135
"P7","C",95.95306068,1.185709443,119.0082504,1.052789086,3.702871797,13.56334454,59.51746844,0.351535696,0.016925421,0.279684273,0.073704514,0.336375469,2.243033886
"P7","D",105.194896,8.917515429,104.7487522,0.65549915,8.378997372,8.816296562,125.7369864,0.312917989,0.928839282,0.323182427,0.107833014,0.384003348,11.22141933
"P7","E",90.22036032,0.885538906,95.95279881,3.733116647,9.982398768,76.57348927,501.631071,0.304976757,0.338776441,0.299176253,0.214363648,0.368244336,5.538336754
"P7","F",98.14287319,2.326949764,100.5632508,1.052392442,8.485332529,12.43090842,95.62737065,0.312345315,0.072456144,0.303899889,0.058284959,0.364398149,3.084240198
"P7","G",92.32008204,0.537150769,102.4569484,0.9161798,4.78550472,11.07585406,60.29386161,0.310797937,0.053409181,0.328221361,0.037137697,0.374558573,3.951260805
"P7","H",92.45064317,0.12230459,94.94605148,1.305508494,8.487823507,15.91027847,112.6101668,0.26656996,0.071198023,0.366840349,0.0333583,0.374889816,2.527024508
"P8","A",91.3506236,0.005934932,98.62820973,0.508825338,2.935117712,4.572371986,113.8564255,0.308987861,1.331196816,0.324449072,0.145779062,0.445158612,6.512678623
"P8","B",80.6684479,-0.599236017,95.49455842,0.287846228,2.119727632,3.582162018,63.96177365,0.335730342,0.480722636,0.322560017,0.13710248,0.379120502,9.220123768
"P8","C",92.45418337,0.074405447,103.6973891,0.611837131,2.707415473,10.38161527,64.83893329,0.264938904,0.041507441,0.177071201,0.04661155,0.073656626,2.07466507
"P8","D",82.76729479,-0.83651364,97.97579735,0.987039771,6.039073623,9.537932179,99.43373657,0.359716484,1.738661145,0.34948358,0.320414146,0.696435943,7.442134619
"P8","E",97.9085712,-2.452882291,103.8354544,2.103549546,9.922528968,26.10952958,542.849979,0.374591958,1.764188799,0.34175437,0.411604384,0.701552373,15.67313719
"P8","F",71.44281718,-5.209143426,88.21838464,0.921400824,7.517873517,10.89737331,104.0248959,0.377545204,0.89834021,0.273554251,0.252551141,0.539908461,15.98009491
"P8","G",86.21981443,0.005447288,104.7327638,0.697628207,9.528640356,9.938999446,434.3208364,0.340310782,0.593856946,0.264664236,0.245596501,0.378344255,14.08519292
"P8","H",90.00051158,1.279722005,104.0368771,1.337237156,5.911823415,20.20735265,124.0648993,0.290104561,0.508881707,0.280251171,0.193680285,0.37038285,3.618781805
"P9","A",93.81300273,1.498221112,121.9386537,2.93921035,8.491535974,21.1441943,114.761549,0.390077251,0.252602305,0.287273848,0.072203654,0.434001439,2.979266405
"P9","B",91.7956915,0.286985123,98.9690988,0.550801227,2.971897011,9.771530007,63.56779609,0.341403312,0.042255656,0.318176009,0.036738992,0.296067737,2.949056149
"P9","C",96.73004719,4.236424512,123.3643063,0.586666512,1.875635926,10.09082109,59.92136541,0.359404754,0.026782394,0.298672737,0.033284249,0.327404243,3.102148533
"P9","D",92.69214412,0.293688187,133.0471095,1.520405724,9.537663727,24.12483527,498.9206409,0.354448985,0.373566331,0.295092108,0.062319488,0.288067678,7.030106544
"P9","E",93.60126678,2.182843272,110.3293587,2.214123959,8.510946739,18.58530629,61.57486003,0.316394223,0.118554678,0.291026604,0.029933204,0.342220725,2.642642021
"P9","F",91.81386408,0.296821608,91.79198007,1.805974761,8.490005671,23.56626702,421.4090611,0.279483858,0.098954271,0.285738096,0.023366146,0.373307638,4.794533968
"P9","G",91.20740281,0.324499018,108.9468518,0.480762199,2.954873187,6.428366329,63.58113479,0.353420135,0.051892593,0.29955186,0.035087388,0.320468113,3.68376565
"P9","H",92.37922677,0.007057804,115.6626581,2.540559438,9.627202574,43.39523447,484.0078353,0.342630318,0.123478496,0.31702229,0.047874465,0.360439533,2.150821447
