,x,y,z,cogx,cogy,cogz,area,forceX,forceY,forceZ,x_vel,y_vel,z_vel,norm_vel,x_accel,y_accel,z_accel,norm_accel
0,-1.027369169999242,-2.114589950545551,-0.15140713826842245,-0.8244838810619145,-1.5279537416402569,-0.06488604226774641,-0.10122073696602908,-0.22766694028739937,-0.9064485954628716,0.8539677448623558,0.637820107543035,1.5018039474133942,-0.7850328148782754,-0.131582239013277,1.7912117723037477,0.9879430238208939,2.7230476558901566,4.240648213063448
1,-0.9060398494318412,-1.226045324587276,-0.09470338168816773,-0.5775213456781528,-0.6878755788179939,-0.17546053957458582,-0.4068334783644204,-0.2596162192890366,-0.17448679703073056,0.7211758645605625,0.1741842785203047,-0.4972927083380436,0.4369020959955059,-0.6087450327503,0.6866541139830816,-0.4181592218052938,0.03678752519272881,1.4709534151216097
2,-0.06390181097954035,-0.48527485985719004,-0.012287891078057306,-0.1378917712518789,-0.3878534877460528,-0.1739748375811867,-1.0584286289921245,-0.32659835335506826,-0.22354640358118533,-0.06722682075113624,0.10515431811578164,0.9440140169470786,-0.22332750974702165,0.08412063298283823,-0.06056602691066089,-0.009881806284319415,0.08909379825104181,0.9793172647733309
3,-0.5002676605052669,-0.33506304465259684,-0.8423446840166678,-0.34346202338504933,-0.2378628778298737,-0.6219129135598237,-0.2030684190466251,-0.8801646136853726,-0.5455419355940146,0.3722144212850842,-0.3321806980435812,-0.8922218262621314,-0.4791877332329981,-0.0660672823315169,0.09924234631089145,0.31623498495861374,0.08939832373047626,1.39561269800225
4,-0.07263471265083794,0.5187165382965468,-0.16923675664606827,-0.30901020918302124,0.5703734196065019,-0.022716103029460623,-0.4019662111919088,-0.7309819531251622,1.0547123212491993,0.5644793689118802,-0.11399330116314113,-0.5819708156080479,-0.17013048896072608,-0.4447743736290052,0.7215877946008115,0.16064618365061734,-0.1711207064148074,1.274818985916241
5,-0.8485887149576702,-0.022364624053681764,-1.245409052783133,-0.786520516673135,0.08836186936034678,-0.8739398724055719,-1.0531432580786972,-0.9342614369101432,-0.8146312999407528,0.8312209552211947,-0.4131572108872973,0.6882156314847139,-0.6687394381807503,1.0788778658227938,0.470258974324794,-0.14300759118094844,-0.2919910389246794,1.8833866725108384
6,-0.5312042114408237,-0.5326553806975335,-0.2629170715338638,-0.4434457066528923,-0.5894222207933614,-0.009958548564624248,-0.3189088437172106,-0.5140739904713107,-0.02830741834205463,0.4128362124528173,-0.2744416526846088,0.34018815316570633,-0.0012038541611218711,-0.32779895462740727,0.18241117315969882,-0.15923280947955612,0.07194836565469269,0.9930928552698168
7,-1.351136374990501,-0.6759404184576925,0.6001426058452155,-1.3292242423429514,-0.6706204587145448,0.6731639298200792,0.37558934418007206,0.45991168025310836,-0.12334267315479604,1.2877213651378343,1.0584858141949056,0.5515860794369173,-0.15949061964711303,-0.1607057570863984,1.9014824121358274,0.046328678672301414,-0.05237389069470472,1.0755951120344758
8,0.07282639819219111,-0.39369660701524406,0.5356417994284377,-0.33738676576675786,-0.39061855042427535,0.15271601805096044,-0.09852089709708892,0.23631686371677615,-0.4933945147139143,-0.19545905068944197,0.6059835090342631,0.03401951882493703,0.001256620036413845,-0.5718816328149243,-0.795455028984131,1.814019882697122,0.4333684606976588,1.1696309886542946
9,-0.14549388765127952,0.08623844720790522,0.9506213382145883,-0.618752810551567,0.06951187439815917,0.5378737543980779,0.45022850756066046,0.31412768849051864,-0.2727548986814164,0.07270755104913205,-0.4956409891427175,1.688464514896454,-0.3145804756435436,-0.32547933325827594,-0.19147162499158607,-0.03453728714613674,-0.28123437843568605,0.4802460949881888
