,x,y,z,cogx,cogy,cogz,area,forceX,forceY,forceZ,x_vel,y_vel,z_vel,norm_vel,x_accel,y_accel,z_accel,norm_accel
0,-0.36595978844770327,3.829900508524706,-1.7489769290210302,-0.6617111799912307,1.4993095483484105,-1.6258318282970927,-1.605850935142099,-1.746357399456376,1.4587452375979613,-0.718938430640736,-0.7876805205519686,3.331248900070218,-0.5805659169915351,-1.0116698382788318,6.529210847627898,29.406661147482218,12.579677180866772,21.630800472321532
1,-0.6352097660457674,1.00818802013674,-1.5522577383008225,-1.1058060660578446,-0.14092185428445614,-1.485822926912005,-1.276916588323204,-1.5475602402982238,-0.9020234690838809,-0.9166902773880641,-1.1863758957523494,3.1387349620177467,-0.6909447297534039,-0.49181974308460275,1.0176957659500108,7.9538773288926965,0.1163851087872465,2.922683778382334
2,-1.480647215125958,-1.3847601243732062,-1.44718357341955,-1.466436005961985,-1.4686460689324485,-1.4552439513421844,-0.17481648974617015,-1.3461074394821464,-1.2344674896581367,-1.480270665150876,-0.7405044114057509,-0.28934599751358503,-0.98148647300459,-1.3640544619262123,-0.30460955492234243,1.479954707466903,0.3781800654989298,0.9638135258302984
3,-1.3587807359284818,-1.1078565068391002,-0.9504549908049817,-1.419825838458073,-1.0375708214593802,-1.230036832106935,-1.20433234243296,-0.7208971676655809,-0.7026569039968389,-1.4862547948115272,-0.9973562494539379,0.3424499786142534,-0.6678256991223304,-0.16636187673330527,-0.23753666851246535,4.962266024897497,-0.02029458866157663,2.8924098071804716
4,-1.5333057686508225,-0.8961958390454168,-0.8859989184231489,-1.6054386236710945,-0.7965928256394661,-1.2076510293405045,-0.6711902551057505,-0.5413316424081902,-0.08156156303047091,-1.2342781548533404,-0.43183141035531314,-0.8993826134407659,-1.006465699846326,0.24679226587076863,4.25650517213556,2.3953280523444755,0.5033826828972754,2.714739713982177
5,-0.46785422752917327,-1.399021893965461,0.06652160294895015,-0.7193181872014929,-1.4066088504695125,-0.4424514292530657,-0.08672506869262397,-0.21527920531269062,-0.23369659166679524,-0.5103773258378732,-1.1040087304550184,0.5252749763223652,-0.5989818464270038,1.577998953800086,0.5697039664416197,2.080608731159817,3.154151357591627,6.408903242763955
6,-1.2150166198775079,-0.25819875011313753,-1.5946302471017002,-1.2860981423795774,-0.12668621195812113,-1.6252286400700722,-1.2740752551264276,-1.4324803248948041,-1.425175783740002,-1.3283543839578242,-1.2603278910177675,0.41346852465636275,-0.8928469547032143,-0.3407511015232467,0.6944975692372797,2.2453223162952325,1.1749017016944565,0.6548739368913732
7,0.6603374775589304,-0.8703197083711944,-1.2199309077867397,0.525758418405085,-0.9270848664781117,-1.0962433174333028,-1.169990251726422,-1.3771716418797333,-0.6045338539741119,0.37724608067084686,-0.078532596622376,2.270818976109579,-1.217251260404352,-1.3093797383337096,5.947140087400207,2.8122859041637973,1.2706387716339052,0.6980318249255886
8,-1.4044884164862517,-1.25211061771415,-1.3180044494679348,-1.2494789649087141,-1.3585815471177038,-1.5577262171117632,-1.7045822272315287,-1.5839609143072806,-0.23879070584600592,-1.4120124225394755,-0.317185333864098,-1.0393540529568523,-1.2670362238221826,-1.0564128235093135,2.249825783672672,8.882836123708888,-0.5989901511985796,0.9769453726792383
9,-1.5118306860922686,-1.8535447562828875,-0.3358927287486724,-0.9469978165531998,-1.8481120760716887,-1.1290498483747557,-0.9585970756094571,-1.3828562245867004,-0.7892228189885335,-1.528988897958041,-1.1380041857377778,1.5593777868030685,-1.0193883410858273,-0.9505480162464224,0.5399671212173192,6.171203780864088,0.2475823939884476,-0.4761524937385886
