id,condition,Yaw,Pitch,Roll,TwistX,TwistY,TwistZ,AvgVelocity,MaxVelocity,AvgAccel,MaxAccel,AvgArea,COGZ,PathLengthDifference,RangeX,RangeY,RangeZ,TimeElapsed,Joint7_Distance,Joint6_Distance,Joint5_Distance,Joint4_Distance,Joint3_Distance,Joint2_Distance,Joint1_Distance
P13,G,94.35436248,1.353763102,102.0252938,0.094097389,0.013871719,-0.102915047,2.436029653,7.387287513,23.39049228,65.76896466,0.119399303,0.271541239,0.043339647,0.296633447,0.047364669,0.328740465,3.121675253,0.056086171,1.069399824,6.59E-05,1.23653872,0.063605282,0.470909682,7.22E-05
P13,H,93.1859825,0.545209981,100.187431,0.107236453,0.022017992,-0.143192049,2.091264725,7.417125142,22.73171088,99.6783875,0.123221555,0.325532782,0.013764035,0.278821201,0.057748943,0.372377362,2.637196302,0.073130415,1.085397374,6.34E-05,1.08420724,0.036600547,0.304610092,5.42E-05
P14,A,97.71314636,-0.069176435,68.70440561,0.036645494,0.00940716,0.041774617,2.011410368,10.29943111,49.86757245,522.2654328,0.104654976,0.38266055,1.230933636,0.357159239,0.117639652,0.622478945,6.657679796,0.225931652,1.892581452,0.00025503,1.96837648,0.324567521,2.88034966,0.36217833
P14,B,92.78218673,0.094993123,89.46122662,0.071345969,0.012767352,-0.072668926,0.113996129,1.065654373,1.875845492,63.27041191,0.123183057,0.300550203,0.06222638,0.205537491,0.037277024,0.231586078,2.941674471,0.043438821,0.794351848,8.30E-05,0.8565019,0.002524765,0.010758371,9.30E-07
P14,C,91.94467404,0.107376863,95.14644656,0.079078029,0.018271883,-0.096850824,0.451829861,2.159074336,6.029309519,64.44704584,0.119534174,0.362532799,0.036912726,0.268139968,0.061828939,0.307537154,3.169239998,0.08637058,1.020542428,9.08E-05,1.02473319,0.011514618,0.060869211,1.05E-05
P14,D,93.90764522,0.005097227,96.79082154,0.071836192,0.013456576,-0.072849083,0.740966425,2.129527777,10.90969394,65.36031448,0.120093451,0.301586764,0.438823653,0.289488793,0.194048948,0.320540556,3.997309208,0.569682023,1.102304653,0.00018939,1.09111468,0.00017976,0.149615544,2.00E-05
P14,E,97.89674245,4.565834454,75.56189732,0.055747565,0.01506639,-0.04162192,2.737626118,9.633135499,34.66624064,507.4079801,0.108660061,0.316006458,1.07626325,0.330510101,0.235044035,0.346115762,5.875228167,0.78639936,1.399844095,0.00018581,1.41402002,0.605798675,1.425082815,0.00198013
P14,F,93.62136142,0.003555457,76.42441601,0.064205131,0.016119278,0.013660592,0.560250927,1.402504718,6.752634066,61.41840595,0.120160138,0.362713024,0.699111952,0.313011333,0.074083901,0.342213639,4.430553198,0.138639905,1.392694024,9.82E-05,1.14994895,6.87E-05,0.000234959,1.34E-05
P14,G,91.11769381,-1.567093795,96.99036771,0.060032274,0.009012675,-0.051745145,0.457781428,1.510403868,4.067862349,64.00297349,0.115618152,0.305707407,0.456255962,0.312080574,0.139259522,0.299431899,5.226182699,0.596471302,1.274444528,0.0001865,1.25877425,0.146104178,0.215366115,5.66E-06
P14,H,93.21798297,0.006108078,92.68107455,0.12915746,0.028331514,-0.106389999,2.960217616,9.58871301,38.06155626,484.3191167,0.114975591,0.305163869,0.448999019,0.340001741,0.098141373,0.337128726,2.651345968,0.168628697,1.500421982,0.00013102,1.364065277,0.000119877,0.252358746,0.00013794
P15,A,93.83873788,4.978391067,88.19437786,0.155479667,0.01136823,-0.090470468,4.44635407,9.89418655,112.6524037,763.3939777,0.091813665,0.273324119,0.205660778,0.415304201,0.040598148,0.334702392,2.646283865,0.125990483,1.44252385,0.00013072,2.02128332,0.14115371,0.5783037,0.05143508
P15,B,95.15897388,1.795596241,100.6953044,0.106157185,0.01240447,-0.118602875,3.330261662,9.581217288,42.43744145,499.1577121,0.124147953,0.314467639,0.036124796,0.302385402,0.047727812,0.341291896,2.820865631,0.0571129,1.100177342,0.00015847,1.14870448,0.150336788,0.283567065,0.00015213
P15,C,93.27833365,0.393512423,114.9216871,0.08949251,0.012419542,-0.092924245,0.669326898,2.970589517,9.342886969,64.98531624,0.132090916,0.318300766,0.02473635,0.309869201,0.049759949,0.326883523,3.453411579,0.077724867,0.996097471,0.00015041,1.25856787,0.019942218,0.897711234,1.63E-05
P15,D,84.22219844,-12.02023173,128.9283207,0.052987221,0.005690501,-0.064034743,3.818930467,10.13230268,132.3099509,696.8882565,0.134690689,0.332618203,0.228304046,0.291519034,0.054499336,0.396670851,5.116332531,0.14073956,0.958135672,0.00010376,1.31769698,0.247979831,1.406681159,0.10142815
P15,E,113.1538693,8.923114192,94.49630351,0.046292625,-0.004289586,-0.050486392,2.52180845,9.936284042,97.4229696,752.6868666,0.115100013,0.272364152,0.418381227,0.328628254,0.192877991,0.378898274,7.055471182,0.655426852,1.27274895,0.00018783,1.69758863,2.791004043,0.985369131,0.3293486
P15,F,98.12486152,2.445426602,96.62353867,0.073701506,0.006473962,-0.065187713,1.080325728,3.696425341,16.12374897,60.77406661,0.115868358,0.263250945,0.055566695,0.28005689,0.027036808,0.243504351,3.751006365,0.036970514,0.927296975,6.88E-05,1.15708145,0.137643426,0.696899983,3.52E-05
P15,G,93.64024226,1.655969254,103.0477925,0.067094653,0.004568814,-0.08617286,2.609791418,9.566075684,30.36414011,519.906945,0.126358427,0.301156933,0.019583022,0.279137324,0.024402078,0.351907751,4.127643347,0.036894208,1.048628412,0.00016306,1.05689836,0.104144232,0.247745753,0.0001663
P15,H,95.75800323,2.845069666,106.3436611,0.023100351,0.008056591,-0.022280135,3.449576538,10.08889883,87.74662112,680.7968701,0.124815322,0.289862783,1.830470178,0.393768877,0.301680166,0.367047486,9.990263939,1.081771175,3.789919968,0.00052022,6.62480311,0.189569605,1.035133158,0.08694754
P16,A,91.40235407,0.680902722,90.79733644,0.24922273,0.003793109,-0.125660223,0.92020934,2.428444109,13.06049714,65.61251809,0.112001985,0.322317093,0.170320339,0.386471397,0.017173791,0.32678317,1.52913332,0.029411418,1.245597226,0.00010623,1.75648709,0.032115133,0.020720603,7.75E-06
P16,B,92.81226034,0.005886649,102.4282685,0.045115868,0.006366642,-0.034298604,0.72694034,3.714544689,9.511932326,63.93910029,0.131795295,0.330620936,0.297389991,0.286977831,0.055484135,0.281187796,6.306174517,0.092387586,0.968552623,0.000147,1.03164787,0.00018118,0.462411787,3.90E-05
P16,C,96.36142484,1.185587855,107.4692846,0.102492369,0.025547028,-0.041122107,1.67030247,9.55804707,23.44713326,498.896411,0.131496036,0.351738166,0.463138882,0.351725106,0.097024546,0.417977183,3.233930349,0.170660157,1.233500417,0.00013294,1.47016214,0.051261127,0.911449069,5.23E-05
P16,D,96.6903442,2.318046873,93.25609736,0.025144778,-0.000253925,-0.019299917,0.26162793,2.192489393,4.578416215,62.39358338,0.11743375,0.322612596,0.586704116,0.33625373,0.111170458,0.368071489,8.539865971,0.342235178,1.742503464,0.00018951,1.9803077,0.325131008,0.388598903,1.26E-05
P16,E,86.45589615,-2.512178654,86.9246648,0.075742915,0.038802472,-0.026582782,1.418548938,3.894778386,11.40082313,59.85314808,0.115943251,0.363481312,2.536287616,0.387781462,0.571901015,0.721376027,5.107853174,2.630812206,2.321798043,0.00019932,3.64321475,0.157250535,1.069818617,2.45E-05
P16,F,92.53312959,1.16787279,93.71577467,0.00119299,0.001172128,-0.016386008,0.590679398,3.750994396,9.417858314,64.93563086,0.117607123,0.32001084,0.830405522,0.321900836,0.023859998,0.327188371,6.417098284,0.077350146,1.963820674,0.00019349,2.54895409,0.157950076,1.335395435,2.95E-05
P16,G,90.70054116,0.004005551,92.78158964,0.101022016,0.002506017,-0.078879662,0.237010098,0.556543142,1.600928186,7.054340245,0.115091964,0.301697433,0.12417269,0.344174519,0.026957813,0.306130187,3.455954552,0.056864443,1.195808268,6.66E-05,1.395592014,6.33E-05,0.234709182,0
P16,H,93.0026462,0.705794435,84.66632467,0.117438051,0.013085781,0.022774127,0.9261216,3.097366237,13.02586679,62.55013404,0.108142732,0.313166809,0.515637594,0.371177103,0.072953868,0.368306349,2.913664341,0.128541987,1.510784384,8.41E-05,1.52792929,0.025089025,0.076249939,2.01E-05
P17,A,93.91238432,1.64759646,100.5054498,0.090862352,0.012624983,-0.082134824,0.280254117,1.157382978,2.77975161,61.74229743,0.085265322,0.254885863,0.131838001,0.398454335,0.058488019,0.359416537,4.316717386,0.067959561,1.517925179,0.00016577,2.20344809,0.075628819,0.74359683,1.87E-06
P17,B,84.46605396,0.377039504,109.3404019,0.060921792,0.004728527,-0.02922611,0.211470202,1.005735565,1.261697859,57.84403646,0.119331724,0.256593675,0.177780778,0.305955944,0.105536169,0.145337542,4.596776485,0.283416985,0.683668269,0.00010132,1.15739678,0.024076609,7.24E-05,9.50E-07
P17,C,93.23430898,0.315808247,107.4747441,0.082022626,0.011647751,-0.072610338,0.389824708,1.156174477,6.142877866,62.93172918,0.119714382,0.289684365,0.058932358,0.380625951,0.055570222,0.346701787,4.655636549,0.072267553,1.249213434,9.14E-05,1.67659813,0.009928796,0.785534183,1.30E-05
P17,D,98.76614704,0.633057622,81.36414595,0.030591275,0.004792692,-0.107245403,0.136973653,0.345773897,1.260595733,5.082358757,0.117575281,0.305370855,0.042307917,0.142255191,0.040675444,0.456447577,4.125006914,0.065155317,0.805959638,9.01E-05,0.4099361,0.027610722,0.151401309,4.00E-08
P17,E,99.4281923,0.98408959,76.26118996,0.10813587,-0.018267992,-0.079781252,0.662000944,1.340411753,3.973261247,59.82681153,0.090628003,0.32907082,0.919577784,0.418751025,0.416171872,0.618281743,3.885015488,0.899102394,1.447175572,0.00010849,2.085643152,0.023590477,0.727885109,5.10E-06
P17,F,89.85077058,0.006201685,64.6530369,0.032772995,0.00030258,-0.036287777,0.501277699,3.778453822,3.485167719,63.6982796,0.082494084,0.327519722,1.234726724,0.37862698,0.018845897,0.725086311,10.99817109,0.066834516,1.527834857,0.00011241,1.831316861,0.000257301,0.818234368,2.19E-05
P17,G,92.92124935,0.314075751,96.89919909,0.08263645,0.013558828,-0.066765124,0.190706683,0.415708564,1.423846785,5.514742287,0.119980882,0.332746231,0.228239013,0.374643489,0.068713429,0.409284779,4.584965706,0.088463822,1.23007572,7.75E-05,1.64066517,0.011784777,0.857330228,7.00E-08
P17,H,85.27596758,1.810447504,84.49485049,0.093676502,0.07121131,-0.076180985,0.440320872,1.097071003,2.294268346,60.52101718,0.083645866,0.286191909,0.573734877,0.389980772,0.542208194,0.306731556,3.846533298,1.055787684,1.492721177,9.44E-05,2.0375502,0.103898789,0.224864091,1.13E-06
P18,A,93.18121951,-0.001460004,90.8611795,0.115685127,0.021081637,-0.080480277,0.386823752,1.174677398,2.930445879,53.04349269,0.107783818,0.301276607,0.176532663,0.364905111,0.067760813,0.331664697,3.161267281,0.090771183,1.234595978,7.22E-05,1.568606145,0.000277433,0.281827355,2.12E-06
P18,B,90.84248934,-0.117535746,105.5697992,0.064132689,0.010213102,-0.067615052,0.2284177,1.118657644,4.236622739,61.54658134,0.13214373,0.359913195,0.018998344,0.278210817,0.045935377,0.296022947,4.366174221,0.060957755,0.884203902,9.61E-05,1.03609857,0.008737157,0.680475745,4.74E-06
P18,C,92.7935518,-0.276451768,118.9379283,0.09644804,0.020104141,-0.118563501,0.30738186,0.670585108,1.836221258,7.317644276,0.135851428,0.329934808,0.037872991,0.270705378,0.055504303,0.323814914,2.672816515,0.076127211,0.90768254,9.60E-05,1.09598027,0.009920848,1.034977907,2.70E-07
P18,D,84.96593828,-7.264462382,132.3230029,0.02955577,0.005398033,-0.033224014,1.178824336,5.85095014,15.02525257,125.7374767,0.130836815,0.3598791,1.268226352,0.36212754,0.616769332,0.363940493,9.165083885,1.699318672,1.294911923,0.00024762,1.85137393,0.235482042,2.135727752,9.13E-05
P18,E,83.20842219,-12.30969715,130.5281663,0.0337821,0.003993527,-0.030390776,1.30313376,9.310208353,17.81643418,432.3580598,0.133577567,0.314906924,1.187873098,0.310978589,0.23582212,0.381897288,9.020424366,1.327652144,1.785677064,0.00035045,2.36899926,1.138816158,4.085558181,0.00014397
P18,F,89.03198385,-2.754491497,122.5735232,0.051425235,0.00743072,-0.055636552,0.27068038,1.187651188,2.835956426,59.64494741,0.131156952,0.35392901,0.123789308,0.306028703,0.045901344,0.325391176,5.578918934,0.042113556,1.034175786,0.00010362,1.60733195,0.157030619,1.75940413,3.35E-06
P18,G,91.07398862,-0.029167909,95.92346399,0.044533037,0.010967294,-0.079097579,0.188681146,1.060598678,2.049186411,59.95365334,0.115499479,0.352070434,0.052151286,0.220473371,0.054349644,0.387568098,4.86374712,0.082840873,1.168952152,7.84E-05,0.91078087,0.008512182,0.346931791,1.87E-06
P18,H,84.67359399,-9.293310906,133.4746116,0.066896077,0.013255686,-0.073786966,1.210627694,3.032804168,12.90977403,62.07720602,0.131391103,0.338191927,0.078150368,0.289036298,0.07124308,0.30622918,4.082136631,0.093204986,0.970694968,0.00014439,1.48037668,0.307258995,1.698310089,4.12E-05
P19,A,92.6961532,-0.00684957,106.6191649,0.229463697,0.038964293,-0.061451318,0.493111161,0.951871048,1.597853216,4.12861593,0.122702837,0.286540979,0.028275612,0.276738776,0.048899003,0.092902556,1.195785999,0.076178658,0.620734582,3.22E-05,1.173248431,6.13E-05,1.53E-05,0
P19,B,91.73555933,-0.007398299,95.59561952,0.023941201,0.005750462,-0.019860872,0.031288767,0.095815842,1.058550898,3.702733271,0.127127236,0.314368655,0.06382377,0.212871188,0.050530874,0.193954571,8.852675438,0.068555093,0.729846353,0.00018177,0.83780144,3.46E-05,9.33E-05,0
P19,C,92.38665529,-0.22147371,115.1425762,0.08197215,0.011689012,-0.093946488,1.182192743,4.76945081,13.4890131,61.94310182,0.130010406,0.31945434,0.028345654,0.310666747,0.047526345,0.360093047,3.722157001,0.069717316,1.053244959,8.57E-05,1.29415675,0.013643908,0.841509999,4.21E-05
P19,D,92.77397298,-18.5193089,97.22775187,0.027284315,0.003514997,-0.02822931,2.579092659,10.04151615,59.17617244,504.9402211,0.118668207,0.438266188,1.041165304,0.363903993,0.104323296,0.730515431,10.77713895,0.223445453,1.838876416,0.00020891,1.7379989,0.72350644,2.213028266,0.12724635
P19,E,87.97292972,2.450829745,82.71688163,0.038882579,0.001959697,-0.024545451,0.711224577,1.503413094,2.784629682,59.07946859,0.117005995,0.345628043,2.753349619,0.390710218,0.422249887,0.67706903,8.962575436,3.394347319,2.261732786,0.00034285,5.04732437,0.119569543,0.007455038,2.11E-06
P19,F,92.11822191,0.014484588,93.83778546,0.029260564,0.002444518,-0.031143934,0.958610739,9.55384929,11.32718011,97.71176522,0.102608767,0.320468306,0.261309582,0.337745497,0.029630734,0.33917163,10.43743491,0.065586706,1.212726642,0.00016833,1.47021573,0.01388924,1.695515564,9.32E-05
P19,G,91.86263029,-0.00728726,89.08129063,0.02143618,0.003127325,-0.016334527,0.108948855,1.086353869,2.976733619,60.86210549,0.114867362,0.29109988,0.106449578,0.278557601,0.040793203,0.236047998,12.99920273,0.057856959,0.897123034,0.00023824,1.14266868,0.000175769,0.977694152,6.51E-06
P19,H,92.79874278,3.23875349,97.4968994,0.100324813,0.01213041,-0.106895126,3.519877409,9.558905171,83.76565836,462.2794929,0.116361594,0.275024807,0.087056387,0.295157319,0.03538881,0.323100504,2.914110661,0.049218406,1.088674191,0.00012353,1.17554195,0.030164011,1.223278645,0.07366649
P20,A,92.65308367,2.174275534,79.72043348,0.153076212,0.003523106,-0.075617141,2.06653367,9.518762502,30.3626422,478.7039678,0.076738749,0.260860472,0.236619582,0.391232568,0.05861491,0.337132817,2.658065081,0.141822146,1.37728091,7.30E-05,1.99444081,0.067344841,0.185768266,7.62E-05
P20,B,92.03705489,0.188995615,122.2972411,0.045207852,0.004994089,-0.045751532,1.10493914,7.457856093,14.62475064,229.5706907,0.13040901,0.323813576,0.166858362,0.33884028,0.041401543,0.328844667,6.775165319,0.073188476,1.026762399,0.00012133,1.49578521,0.009951708,1.55040177,0.00060905
P20,C,91.70154333,0.104489653,105.6219919,0.078623755,0.010617518,-0.09718379,2.243232996,9.595023151,24.16822359,473.6058631,0.11436907,0.287109561,0.203878746,0.346155224,0.039526719,0.388601344,3.847250462,0.060195957,1.158130791,0.00011939,1.56692089,0.1777338,0.865167159,9.65E-05
P20,D,93.55791187,-2.134086978,109.3110189,0.058078097,0.012431873,-0.055625811,1.914915227,9.576728985,21.16197486,461.7009796,0.121635332,0.367730967,0.607905581,0.374983572,0.072127933,0.556274839,5.240020275,0.11103955,1.33093729,8.61E-05,1.74414678,0.055807801,1.967603406,0.00010019
P20,E,91.82216527,-0.179351852,94.33546607,0.043222178,0.00458313,-0.051689496,1.689044733,7.623190946,19.05223825,87.16221948,0.115324865,0.267970511,1.005852478,0.302842147,0.50096308,0.378884836,7.164355993,1.728903587,1.222411218,0.00027009,1.23012821,1.547328645,1.08669488,0.0001032
P20,F,96.50011033,-0.159097987,105.430564,0.043632969,0.007976713,-0.059575862,1.31279798,5.823847537,9.643866874,61.54570239,0.113250447,0.283829346,0.314751938,0.257175143,0.073077932,0.374669875,5.765602112,0.194671179,1.110037747,0.00017444,1.02055744,0.100921674,1.449643849,6.09E-05
P20,G,93.10892311,0.255163419,97.33599047,0.056927656,0.00511491,-0.059922206,0.634200639,3.71203454,10.95239419,63.83974215,0.123422385,0.2999064,0.032452975,0.298878801,0.027147883,0.315042793,5.244553328,0.045584792,1.063052703,8.17E-05,1.21400598,0.010077225,0.208127573,2.93E-05
P20,H,92.99045982,-0.599252226,114.4904987,0.117608577,0.020489512,-0.128916485,1.817611256,9.544962185,30.32981455,441.1343187,0.132221475,0.325730404,0.063809219,0.312042123,0.055056477,0.311809211,2.367962122,0.078502516,0.993336011,8.87E-05,1.20727402,0.03031767,1.032478991,3.98E-05
P21,D,90.5319903,-3.097326639,89.99681942,0.028531142,0.005739436,-0.02729889,0.34520541,2.129402837,5.984295562,72.62051391,0.124635013,0.326332557,0.369858561,0.313341426,0.09839975,0.332801184,10.89354968,0.54596669,1.089934551,0.00027146,1.20714536,0.680610629,0.085705974,2.38E-05
