time,x,y,z
0,0.465036638509037,0.00120643087758053,0.425168174335467
0.0192852020263672,0.4650386849289,0.000804442700445271,0.425169721564788
0.0377359390258789,0.465039346989544,0.000118420519319614,0.425169276214943
0.0552587509155273,0.465039460519419,-0.000476933904366812,0.425169112254923
0.0734691619873047,0.465038160259209,-0.00114160200316382,0.425168462837742
0.0911264419555664,0.465035604958021,-0.00188367329990746,0.425168273774292
0.109627485275269,0.465031479917916,-0.0026903366325868,0.425166858559745
0.127562999725342,0.465026094932957,-0.00349857237214727,0.425166083606023
0.146584272384644,0.465018624006583,-0.00435496753970472,0.425164117741525
0.163609504699707,0.465010545631027,-0.00513818959315565,0.425163252616089
0.182589054107666,0.465000661266617,-0.00592534681527547,0.425160764867221
0.20060133934021,0.464990966929095,-0.00663671416659161,0.425159608050076
0.220291376113892,0.464980258850136,-0.00730372694515612,0.42515775497396
0.239593029022217,0.464970501717113,-0.00787422236335267,0.425155836671732
0.260318756103516,0.46496175871204,-0.00834170785319989,0.425152966331266
0.279179334640503,0.464953701020194,-0.00875557370807141,0.425150427769422
0.298544406890869,0.464946216693954,-0.00911117086978227,0.425147770041417
0.316770792007446,0.464938306089511,-0.00949430725229892,0.425145189805111
0.336171865463257,0.464928133678611,-0.00995832498959494,0.425141280826763
0.355791330337524,0.464920180277917,-0.0102934010272045,0.425138641343088
0.375860452651978,0.464910967840598,-0.0106490806037724,0.425135688467658
0.394350290298462,0.464898786974035,-0.0110941386505154,0.42513203927424
0.410701274871826,0.464887916595082,-0.0114037141561288,0.425125520033713
0.427855968475342,0.464842640919715,-0.01168497854857,0.425074046395511
0.444926261901855,0.464709783868218,-0.0120708906942407,0.424912284898922
0.461398601531982,0.464580482938233,-0.012383156253906,0.424750959896258
0.479377746582031,0.464462475607279,-0.0126152616052023,0.424601561632674
0.498524904251099,0.46435475693994,-0.013101279250071,0.424472872179469
0.521173477172852,0.464311468384011,-0.0138118733496566,0.424439365998693
0.542965173721313,0.464264295240608,-0.0144691003245312,0.424401699774105
0.559966802597046,0.464120330514345,-0.0148710516146919,0.424230999214704
0.577006578445435,0.463914309816893,-0.0150266476325041,0.423970379277801
0.593871831893921,0.463678322970868,-0.0150216927003924,0.4236635503858
0.611043930053711,0.463543917733849,-0.0150109050568373,0.423478562048062
0.628383636474609,0.463415587397104,-0.0149992499701936,0.423302475353071
0.645480394363403,0.463411077185072,-0.0149914406574348,0.423287880166283
0.661831140518188,0.463413318946648,-0.0149826012403845,0.423288548316051
0.679980754852295,0.463418121908505,-0.014885524373162,0.423282203801914
0.698266744613647,0.463434361866785,-0.014461930104637,0.423283504130397
0.71548318862915,0.463454678102093,-0.0138044818134883,0.423283256722845
0.734365701675415,0.463490003715987,-0.0126527869947028,0.42328600571973
0.75219464302063,0.463529600328377,-0.0111812882927449,0.423285024561027
0.77083945274353,0.463570333292378,-0.00949660018983183,0.42328836546609
0.7901611328125,0.463609851290087,-0.00750767955007386,0.42329256540037
0.80905556678772,0.463645845939997,-0.00544096624275066,0.423302817177941
0.826194763183594,0.463699254528811,-0.00319892022633056,0.423345514934379
0.845061302185059,0.463800668656262,-0.000610993239413515,0.42346412962799
0.863482713699341,0.4639839311986,0.0020073251918503,0.423706805243353
0.883443355560303,0.464290337793364,0.00494209059222576,0.424133844868614
0.901345252990723,0.464606626577861,0.00746993185488058,0.424590418920837
0.919071435928345,0.464968701098414,0.00998048675441719,0.425126605809748
0.937606573104858,0.465324506761625,0.0124776511442742,0.425673789525271
0.955507755279541,0.465644094867834,0.0150159967181612,0.426195472905464
0.973131418228149,0.465907016667188,0.0175009154878419,0.426657752975477
0.98960018157959,0.466069683484894,0.0197523026729915,0.426996374404983
1.00752210617065,0.466144426032163,0.0221726453996708,0.427247207134389
1.02554202079773,0.466134692665883,0.0244649330695351,0.427393459717582
1.04274725914001,0.466119149753636,0.0265391898178632,0.427526915339815
1.06015872955322,0.466058938808155,0.02858566472633,0.42761358228615
1.07703232765198,0.465923522930314,0.0307145745345306,0.427624844438724
1.09518504142761,0.465790310913472,0.0326463676656638,0.427631773423337
1.11159610748291,0.465660980302419,0.0344209631606056,0.427634584575083
1.12914538383484,0.465537188688919,0.036038295081953,0.427638181926569
1.14601349830627,0.465394898783998,0.0375776502670799,0.427704183143006
1.16244745254517,0.465204281214514,0.0389857265808407,0.427943776276759
1.17951583862305,0.465055751497851,0.0402070035900572,0.428088480583567
1.19718599319458,0.464876874014344,0.0414793328051909,0.428304510025978
1.21368765830994,0.46466064792778,0.0425415294213706,0.428689552247633
1.23063278198242,0.464518136797257,0.0435937512822949,0.428832932736455
1.24741411209106,0.464375525733077,0.04461258238677,0.428980901527485
1.26378655433655,0.464189150847631,0.0456155674827715,0.429263494724985
1.2807252407074,0.464084434525078,0.0465379042505882,0.429304173045425
1.29817271232605,0.463976212323837,0.0474985334741298,0.429337553195274
1.31968522071838,0.463847324063247,0.0485245175330726,0.429409758135363
1.3419201374054,0.46373055507044,0.0495847899965255,0.42942286128156
1.36400818824768,0.463620654990427,0.050559088389166,0.429436937850313
1.38368320465088,0.463508151808916,0.051540579212445,0.429451088058649
1.40125322341919,0.463413036479987,0.0523870196247393,0.42945051106941
1.41803169250488,0.463321141634394,0.0531935757919671,0.429450206473172
1.43540167808533,0.463214406641608,0.0541139436276349,0.429450030293654
1.45214247703552,0.463115365120838,0.0549561804916718,0.429449617687141
1.46958017349243,0.462995169304799,0.0559620369289744,0.429448753311847
1.48771619796753,0.462870165855487,0.0569882967860715,0.429448124265143
1.50897431373596,0.462717561370383,0.0582148843148705,0.429447915950755
1.52691030502319,0.462562382897611,0.0594378937378491,0.429447471289194
1.54512000083923,0.462423521160327,0.0605102311458021,0.429446843046541
1.56352615356445,0.462247499959486,0.0618410016554741,0.429446946018761
1.58128309249878,0.462083379983694,0.0630565447420753,0.429447139886144
1.59886956214905,0.461899409706259,0.0643917572423749,0.429447115309422
1.61643147468567,0.461701059242443,0.0658012097847905,0.429446054424214
1.63951063156128,0.461464550652811,0.0674417149409376,0.429446125088228
1.66778635978699,0.461075470641331,0.0700531512950671,0.429446327212748
1.69091129302979,0.460793779895836,0.0718844136917841,0.429446093973851
1.72426438331604,0.460268503888524,0.075175093054773,0.429446158591088
1.74354839324951,0.459970531754698,0.0769789219108576,0.429445921583776
1.76193809509277,0.459684209742071,0.0786725927767542,0.42944548037615
1.79698896408081,0.45911252251489,0.081945562251512,0.42944490980247
1.81425046920776,0.458823028496542,0.0835519402854707,0.429444502806195
1.83114433288574,0.458561225004706,0.0849778136983229,0.429444694185438
1.84866452217102,0.458256746760615,0.0866054677615898,0.429445041453972
1.86636090278625,0.457948823715366,0.0882192148442697,0.429445050294215
1.88306546211243,0.457656138386899,0.0897252428744635,0.429445057363349
1.90266942977905,0.457341024162536,0.0913178203063303,0.429445068045562
1.92177772521973,0.457068820118461,0.0926709498036329,0.4294448616766
1.93976402282715,0.456810910834308,0.0939343546554801,0.429444964153664
1.95723533630371,0.456552823730971,0.095180443887833,0.429445192632466
1.97509717941284,0.456313912481745,0.0963192938755024,0.429445201196294
1.99290537834167,0.456066825225964,0.0974821566889521,0.429445429063656
2.01244711875916,0.455812356983275,0.0986648132518252,0.429445344556298
2.03014922142029,0.455573868105711,0.0997601947566795,0.42944535260342
2.04760599136353,0.455345971560351,0.100794954643481,0.429444960135917
2.06486749649048,0.455139671246921,0.101722429358675,0.429444966949526
2.08221125602722,0.454929868173127,0.102656659819768,0.429444972012635
2.0993824005127,0.454768282971073,0.103369497091332,0.429444794507191
2.1167528629303,0.454622255450269,0.104009800513064,0.429444490685975
2.13381910324097,0.454480449722907,0.104626799038622,0.429444527806133
2.15240406990051,0.454384127673633,0.105044292940392,0.429444532870515
2.16954588890076,0.454306941544938,0.105376438844168,0.429444162183025
2.1872878074646,0.454278094595923,0.105500429114067,0.429444073547172
2.20547246932983,0.454277891470573,0.105500393129535,0.429443486070088
2.22362065315247,0.454278356112824,0.105498188203781,0.42944338969528
2.24659824371338,0.454278840848789,0.105494998972533,0.429443011693515
2.26905035972595,0.45427936274464,0.105491018856649,0.429442145675473
2.286541223526,0.454280003790105,0.105486860585256,0.429441673691081
2.30429410934448,0.454280492465639,0.105480694228314,0.429440376168699
2.32175183296204,0.454281612597725,0.105472302820695,0.429438506403809
2.34016823768616,0.454295825335302,0.105406564325305,0.429437120808856
2.357017993927,0.454357340653405,0.105136507192612,0.429435431500108
2.37443780899048,0.454458862212861,0.104690963412696,0.429433376874757
2.39151620864868,0.454627311873293,0.103950475480143,0.429430839558259
2.40913462638855,0.454832943963559,0.103035145924988,0.42942734402919
2.42747092247009,0.455074523003588,0.101953397541721,0.429424270989737
2.44419097900391,0.455297796327212,0.100936690744667,0.429419637348537
2.46238136291504,0.455561276261491,0.0997195642550505,0.429413099640298
2.47947907447815,0.455827214480626,0.0984309197147236,0.429393922767931
2.49784779548645,0.456135689094296,0.0969512298042022,0.42938126431451
2.51551651954651,0.456466734186328,0.0953695044375526,0.429376627204118
2.53257894515991,0.456768221434532,0.0939032508012135,0.429372570118526
2.550448179245,0.457071331548507,0.0924106404949845,0.429370085198268
2.56855893135071,0.457367696869292,0.0909204788131001,0.429365870770881
2.58521389961243,0.457624495579922,0.0896060966843745,0.429361949384972
2.60221982002258,0.457887142641567,0.0882429171348793,0.429358158993279
2.61946201324463,0.458141745968321,0.0869028590254827,0.429354055511502
2.63880109786987,0.458423236443201,0.085390855204569,0.429347997753806
2.65883636474609,0.458727407113361,0.083720372945954,0.429341543245487
2.67610096931458,0.459008070905304,0.0821419588645728,0.429335155914519
2.69304275512695,0.45927809534096,0.080578698892423,0.42932565868891
2.71032857894897,0.459491799327367,0.0789764383682412,0.429240430851902
2.72726082801819,0.459615198113523,0.0774083605022828,0.429051818909727
2.7472026348114,0.459699394437662,0.0757101748836665,0.428790760063188
2.76436114311218,0.459729321879539,0.0742425076043856,0.428515506199161
2.78229928016663,0.459780384382927,0.0727404717978017,0.428266815781922
2.79951643943787,0.459907737973453,0.0713588163310587,0.428149405397647
2.81719422340393,0.46010146534716,0.0698275989669288,0.428094538985469
2.83430314064026,0.460326517608438,0.0683221894118505,0.428093025361373
2.85122966766357,0.460568104371582,0.0666770816875323,0.428093565923165
2.86804699897766,0.460794564933058,0.0650926527886637,0.428093373913775
2.88529896736145,0.461038974690785,0.0633408893475693,0.428093821786937
2.90282678604126,0.461259000055329,0.061719269735411,0.428093994273581
2.91946315765381,0.461467817158408,0.0601391635513242,0.428094476849603
2.93674874305725,0.46166261779982,0.0586272528871305,0.42809483055007
2.9548351764679,0.461855637433731,0.0570873805569134,0.428094912160269
2.97189974784851,0.462021093449726,0.0557336660933254,0.428095084619265
2.98963093757629,0.462202153140674,0.0542122751050075,0.428095478146329
3.00658273696899,0.46237082245623,0.0527562085714066,0.428095740351908
3.02471041679382,0.462543496561292,0.0512208713016914,0.42809613377694
3.04136800765991,0.462700799982032,0.0497819067517039,0.42809639653681
3.05868458747864,0.462852917086415,0.0483472261080372,0.428096384980074
3.07646727561951,0.463011527051325,0.0468047074650123,0.428096770918542
3.09386253356934,0.463159725843716,0.0453134888626644,0.428096573566421
3.11143803596497,0.463314432261499,0.0437034330303848,0.428096560721368
3.12940502166748,0.46346519144138,0.0420740074547312,0.42809645179794
3.1469304561615,0.463601583348577,0.0405420243219152,0.428096258138903
3.16364717483521,0.463743506163718,0.0388826051153796,0.428096263640724
3.1803035736084,0.463884956086788,0.0371562655098075,0.428096161476926
3.19739770889282,0.464021377771528,0.0354100946872928,0.428095968240656
3.21442270278931,0.464150401559818,0.0336748291573831,0.428095615280217
3.23173666000366,0.464273295319188,0.0319337619806565,0.428095126674951
3.24786782264709,0.464383121882024,0.030290712656752,0.428094748779548
3.26430821418762,0.464492857806805,0.0285553649656292,0.428094295583416
3.28123998641968,0.464591891473771,0.0268913790872666,0.428093915110062
3.29813671112061,0.464693755996033,0.0250669942965665,0.428093261773471
3.31519842147827,0.464796521957022,0.0230762379859651,0.428092787973974
3.33276391029358,0.464879403991052,0.0213294462397287,0.428091737741878
3.35069489479065,0.464963932260878,0.0193716146228905,0.428090010131788
3.36908268928528,0.465042434431718,0.0173262246441199,0.428086753131705
3.3859326839447,0.465099393392526,0.0156392134697428,0.428082817318323
3.4038360118866,0.465155540455477,0.0137952719665454,0.428079403652922
3.42642140388489,0.465212647042384,0.0115300245394134,0.428073186177185
3.44670176506042,0.46525006974967,0.00934397409429623,0.428057479009536
3.46424603462219,0.465172511516792,0.0075495546512813,0.427911278166782
3.48081946372986,0.465014221893015,0.00574972158794573,0.427667038115916
3.49898719787598,0.464793741445509,0.0038105731746264,0.427348876120305
3.51596260070801,0.464600467588608,0.00192671204666116,0.42707611439846
3.53337955474854,0.464341955491905,2.20154541639478e-05,0.426729117052267
3.55067849159241,0.46414208008326,-0.00191662370770317,0.42646946649394
3.56747913360596,0.463984027639626,-0.00397951921218259,0.426276594364551
3.58495378494263,0.463955577055373,-0.00614873318845773,0.426263008330697
3.60232067108154,0.463921712168503,-0.00839841785913457,0.426261264803445
3.61971998214722,0.463874320818683,-0.0107919326523722,0.426251919979578
3.6369640827179,0.463916536569919,-0.0130093749990245,0.425930857750556
3.65441989898682,0.463991893131544,-0.0152596361181965,0.425454376712624
